id,year,Lat,long,date_median,forb_kg_ha,grass_kg_ha,litter_kg_ha,pasture,season,low,high,shape,radius_m,herb_kg_ha,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
wbs2,2016,43.170171842,-116.7223203,2016-06-09,163.01,252.91,,wbs,peak production,,,circular,60,415.91999999999996,0.25684295903475984,12.914431551316543,0.12253798136504769,0.13963177510537206,0.0002533912038595532,0.161688983842458,15.45141194126864,0.08789110065543125,0.46922909194190765,0.3675804853727562,0.12950777969642913,-0.12225761369994469,0.1582660068375385,0.4072277164645622,0.03974444840666665,-0.2351759830089958,148.08803943239135,148.57063439779148,135.4378655530398,150.88072712574302,134.92481495786078,132.1515671801792,754.93383540222,1049.487480809295,1345.1992741434224,2275.9085825847783,2909.27056984114,2271.4892107482574
wbs3,2016,43.17160272,-116.7223271,2016-06-14,178.16,241.01,,wbs,peak production,,,circular,60,419.16999999999996,0.23537627797925584,12.506893320918469,0.11236989326405811,0.12855687734233215,-0.01869304931424313,0.141706301762935,13.629184618026175,0.06843449888876531,0.4611167332407187,0.3552359131363571,0.13956150057441394,-0.13074636498153827,0.13719865239859438,0.38015961933920267,0.03053177806830316,-0.22028045413632286,149.15255138059882,149.08759644705782,139.50217780047993,150.87861953079695,139.37975158165807,137.68322565148063,717.7929323184271,994.9790333879628,1284.973513429293,2074.3737757571603,2702.23770298641,2155.199319770624
los1,2017,43.14323135,-116.7361871,2017-08-14,214.05,194.05,433.36,los,peak production,,,circular,60,408.1,0.2408147516007018,16.884579190083315,0.16011089667894463,0.16325692906487152,-0.012811832342140924,0.14005205310035623,13.551279646839184,0.06482012687426882,0.5059152126963178,0.3968438179356932,0.14694121424155066,-0.172548391952321,0.1338443047581179,0.36390286970702224,0.031219292067648174,-0.22338141886052715,150.9839439445824,149.6595318937577,140.24679197410458,150.39678571137387,139.83058448312298,138.35098445996286,657.5443569480619,913.1040938555943,1201.6763824003613,1964.436131617393,2783.273908648843,2014.503329827063
los2,2017,43.127015833,-116.7368355,2017-07-10,155.67,215.99,387.91,los,peak production,,,circular,60,371.65999999999997,0.37924205397505334,14.364434292844386,0.18966986552919451,0.18709381911886155,0.12015797638979127,0.22433076413584607,21.641223760357903,0.1515577635669282,0.5090509435299001,0.4387961397333314,0.07556639233935754,-0.07107136605665663,0.22068625756499574,0.35306558734522125,0.0699999659696958,-0.19801748167422786,147.97746706014408,155.03322746236867,127.50872557800764,163.28259512302805,125.87702506374596,119.19874601790661,573.2003588644272,842.1067536294336,1010.9945880571779,2246.4408779020137,2589.7091834521316,1763.8853001316309
los3,2017,43.128021228,-116.7388411,2017-07-06,306.01,324.42,383.56,los,peak production,,,circular,60,630.4300000000001,0.391936742467919,14.281412177027349,0.19494901831744493,0.184064622998274,0.15408555630079865,0.24303471664092852,23.267935935772694,0.16732998132983234,0.5082572396760433,0.4276734764922552,0.08337483150485156,-0.04196118213732937,0.2389298097445986,0.37312253907815285,0.08200355156999237,-0.19965913518978282,146.42394347848585,152.07191999011786,122.56341958910546,159.22552266211378,120.7108024283394,114.61574866348421,585.4656712305099,870.0301243080729,1072.9308435534917,2454.753715304309,2668.96946937055,1798.1287898190458
los4,2017,43.124853241,-116.7540157,2017-07-18,165.44,316.66,490.54,los,peak production,,,circular,60,482.1,0.2869149112022287,15.426168997716191,0.16205886815536721,0.15812204512314865,0.049023895511521434,0.17414259232201862,16.72814101263606,0.08928019515789332,0.5135469958615286,0.3881390114316964,0.15040903056516564,-0.11386741318839844,0.16163774107133788,0.37265084672559223,0.05094178890045848,-0.21615242887420125,146.3337218310487,145.22571547039814,131.68883830752264,146.40418563278826,130.97064867038193,128.67558240896716,582.2141389635206,882.9068330872113,1211.3701737405552,2187.206814711492,2749.33677124933,1983.1538594423428
los5,2017,43.127137719,-116.7549636,2017-07-18,134.35,218.91,303.75,los,peak production,,,circular,60,353.26,0.2771737655886783,15.565860337566768,0.1595950136613516,0.16372654445010065,0.025413214717962023,0.16731138246463267,16.085512331529877,0.08523305759898073,0.5155410335641073,0.397028053213252,0.14685461898238444,-0.13470897726410555,0.15726218897515495,0.3759399324516878,0.04586142801574647,-0.2245414011045067,148.00506445542862,146.93167473942506,133.94553160170622,147.989872883822,133.2047252993506,130.8886688064427,614.6278876542518,901.6281427348193,1217.3112846941908,2151.197588476431,2819.3442416556795,2043.9662831843325
mbs1,2017,43.064119139,-116.7489159,2017-08-08,236.97,208.74,947.57,mbs,peak production,,,circular,60,445.71000000000004,0.5104486674373011,11.461340730745098,0.21583595099371036,0.21447814728698666,0.2033704583520298,0.2768930109699804,27.171621987452014,0.19811677343752845,0.5562081437290859,0.5204926570586772,0.03174237473841932,-0.012695458730446906,0.2680084886434525,0.29535395620937854,0.09165965363308932,-0.1658848653917403,148.64658230580292,162.2137947116999,123.49138690586489,176.82208610266437,121.29404065622809,112.63874618333799,372.25457862372235,624.4830606609744,690.6766012648305,2138.197196901845,2188.013342486761,1412.1743881251405
mbs2,2017,43.072781143,-116.7701807,2017-08-02,208.93,191.51,425.69,mbs,peak production,,,circular,60,400.44,0.5609250692517299,11.061955917477626,0.24659518087278295,0.23039954706017776,0.2720181652328126,0.317338923399332,30.871939661845456,0.24077802715497867,0.5559752183569439,0.5425635540875055,0.01145944339206886,0.0281137774794518,0.31000398420516656,0.30679882916243517,0.11177226943164321,-0.16231920094667457,144.69586252539807,162.48796272641437,116.90485939525034,182.41279469582486,114.7303213337736,105.81521283990264,352.2141374467289,636.290780725189,662.6274196791663,2363.2284115666594,2232.3547816600208,1351.7533009842389
mbs3,2017,43.071059894,-116.769988,2017-08-02,255.01,212.2,604.21,mbs,peak production,,,circular,60,467.21,0.5605871425243207,10.48171035611085,0.2292437251625238,0.22570155793466845,0.24933995820329558,0.3083771517392957,30.17328217525365,0.23030290508710644,0.5594518896681768,0.5463917845421955,0.011362316684013038,0.02192355041826249,0.3004240938114874,0.29607055588140757,0.10584010244056644,-0.16101004194741056,146.36973705318823,163.86611986808663,119.27357153532739,182.99952511251493,117.04861754342856,107.94952942768597,340.3410478256329,610.6064405155736,635.102578525902,2260.965791141997,2163.0878816112454,1357.7244702094722
