ID,Pasture,Treatment,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,long,lat,PP_g,ID_yr,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
9,N,IMP,2020-12-09,2020-12-09,2020,12,14.0,19,688.0,-81.1795,27.1451,17.2,9_2020,0.7411964195270333,7.291441347710073,0.3249938321590869,0.26231371519896785,0.459409842460319,0.4160343424569481,40.562502640343354,0.33413948572854996,0.5999083926900433,0.6605643878483598,-0.033239722418646866,0.1580123912412941,0.423026867696551,0.2780807608324037,0.1572581370033635,-0.12472528246422077,148.40711318411948,173.55453853033129,106.11170114645098,198.07826379446192,102.8383842094546,93.78268039257145,241.80467436587094,474.0102921601637,388.2637292958134,2615.784714863253,1904.9757106144896,968.3027920491797
9,N,IMP,2020-10-15,2020-10-15,2020,10,36.0,43.33333333,3532.0,-81.1795,27.1451,88.3,9_2020,0.7488081821339063,7.286644330705894,0.3446960685425574,0.24613246331974467,0.5195802071005305,0.4389711199968093,42.601720016388334,0.37550030283212615,0.5458300702304744,0.6374597542029237,-0.0447508388549449,0.21743169512953514,0.4533357636709996,0.28847763164753065,0.17587501206760914,-0.10463131917833032,142.02297157827044,172.24015373411106,101.74097689818343,203.2620828280984,98.88474776405977,89.92248449517336,245.75541871160755,531.1723866574918,395.64871584859316,2856.472397695385,1782.4053830612875,861.5996970920999
9,N,IMP,2020-08-13,2020-08-13,2020,8,67.0,72.66666667,2632.0,-81.1795,27.1451,65.8,9_2020,0.8277933153571181,5.5228724708056305,0.41599568170706464,0.2972207108760633,0.6597591020913105,0.597291134737029,56.36346078839911,0.5945157900493572,0.5195384439767715,0.6819235922197866,-0.06280059216198998,0.3368278843887251,0.6511699944347302,0.38317143152866906,0.2814624766966119,-0.10153860821941657,129.62338468119847,172.61040135648304,78.98113219949393,219.25396935791346,76.71077531027053,70.18272745154218,250.92358789054768,663.4639774197426,396.23189189243647,4235.312341247279,2096.87711625356,864.7267961809218
9,N,IMP,2020-06-11,2020-06-11,2020,6,51.0,55.33333333,3292.0,-81.1795,27.1451,82.3,9_2020,0.790014854187216,6.203931407508455,0.37552960004287284,0.312259054970045,0.5705580906848656,0.5813987202356252,55.11669237410422,0.5968818457004642,0.5449075244854094,0.6824690277302505,-0.04968603467238854,0.2708572325631254,0.6576144251470383,0.40939269459532257,0.28165300228219736,-0.13009246457616241,135.4450371739417,175.98869479717686,82.48473441196117,215.80498742141694,80.03404160471436,73.49080853744769,330.70851644968775,692.4925103325967,455.0813062035289,4342.898652428039,2373.0855710447495,1096.0827092753555
9,N,IMP,2020-03-25,2020-03-25,2020,3,,38,3272.0,-81.1795,27.1451,81.8,9_2020,0.7724451787965032,6.587330330880262,0.34649356071502996,0.3102093402458677,0.4901714989661508,0.4932416230129162,47.03615970082728,0.4352170105255619,0.6071534504075992,0.6922285614145319,-0.043243161857454075,0.17417152394844923,0.5353414651183742,0.3396041748838159,0.20287680022781918,-0.14755312142988158,147.80904262304568,178.5716310685745,95.50260483854484,207.13542656556325,92.19678873759631,84.39857974701354,322.0331807854575,563.5895643762415,419.3043337058017,3285.3356846847832,2305.538696935884,1119.950541453147
10,P,IMP,2020-12-09,2020-12-09,2020,12,30.0,33,3580.0,-81.1735,27.1459,89.5,10_2020,0.5842635582300848,11.464658174046104,0.2793623897021378,0.26567788438034445,0.2781159697732788,0.3328317957636169,32.326416032707144,0.24869256994441957,0.614861131362511,0.5852688132154019,0.022797812170398207,-0.0018175475250416123,0.32782811957704594,0.313809631112479,0.119294290694739,-0.17857023316595907,150.66129270403218,164.25862907118739,115.30269657868011,178.32937137842302,112.2587843174006,103.92564532153726,348.2899253471765,582.3513404570369,638.8703529398219,2427.131018854642,2440.241442946885,1372.729762697835
10,P,IMP,2020-10-15,2020-10-15,2020,10,61.0,63.33333333,3696.0,-81.1735,27.1459,92.4,10_2020,0.6910929039004573,8.75024220787278,0.3351141579239499,0.26894960804085444,0.46704738358955655,0.46111023136245277,43.92265572377748,0.4210727295266112,0.5493766820989783,0.6022095327857979,-0.017213279383012956,0.1749665881736752,0.47726009449319806,0.356279598277085,0.20113462553709066,-0.13825037455682224,136.84399815548235,164.32897318310503,96.29049861620499,197.71747202839407,93.91710343309059,86.58913772692216,295.6843444438239,659.8930649380777,565.3798933818641,3387.106801464099,2266.545340479756,1142.342607942542
10,P,IMP,2020-08-13,2020-08-13,2020,8,47.0,54.66666667,2836.0,-81.1735,27.1459,70.9,10_2020,0.8243232417759574,5.71250712073703,0.4185262940560907,0.2896326243615101,0.66725724920272,0.59233251462009,55.89795492765447,0.5845191327170958,0.517623355165733,0.6683088350414517,-0.05961529281984933,0.3427700384474966,0.6349163172780496,0.37975760921556373,0.2788357264636283,-0.09837455593912212,128.49407325053826,169.60400892398474,78.88199054875503,217.00624435065743,76.67389074057934,70.1530892136358,229.71337939084052,657.530895314795,409.8491718935206,4200.687948722527,2063.518622384656,844.9216279880455
10,P,IMP,2020-06-11,2020-06-11,2020,6,30.0,31,1636.0,-81.1735,27.1459,40.9,10_2020,0.8021763093721936,5.685848838414657,0.37968227907594543,0.29439733328853535,0.5898501823112818,0.5705121157978795,53.9857189912145,0.5592039860306489,0.549084090493062,0.6911742888926768,-0.048231983520502696,0.2959020809241966,0.6240260086643686,0.3759197018685253,0.26615119852704144,-0.11511174702768477,135.45391327514776,174.0687447082333,84.17217686706476,213.19922054558543,81.69060077440867,74.98152646194058,263.49589023285336,618.8159479762505,405.43877809148546,4057.6411914847195,2134.0923328484064,989.6417859800301
10,P,IMP,2020-03-25,2020-03-25,2020,3,,26,1356.0,-81.1735,27.1459,33.9,10_2020,0.7768929416064156,6.222345738381414,0.32670194462281865,0.2993976797556275,0.4920822847173763,0.5007073023286198,47.709068012711995,0.45634966866052296,0.5571942645478879,0.6849793056639699,-0.06497048917985937,0.19823326699719265,0.5564685020503913,0.34540436705565347,0.2053815064106354,-0.1411489525097012,143.65332537662206,181.84724614236197,94.90291877981313,216.26569040242995,91.85944460008685,83.56728923268788,360.2738843477761,635.7510006651364,418.673656332562,3352.601454559239,2236.359691925361,1135.2664321739962
11,N,IMP,2020-12-09,2020-12-09,2020,12,25.0,32.66666667,2940.0,-81.1803,27.1485,73.5,11_2020,0.7434393550151176,7.411230780883599,0.3366035954614809,0.2813756904025723,0.47429035619153037,0.44925164091248937,43.19779629261399,0.3779679492012833,0.595541687727986,0.6597608412680054,-0.03493620397585919,0.1640204508214661,0.4636643522408414,0.3110597791572683,0.17802079773272733,-0.13582421174761025,144.52939501456515,172.36416707508403,100.43889492646689,200.78364147534896,97.40173437681113,89.01577213183577,267.6422637987891,535.8973046997369,433.3356203099002,2947.0045538964896,2114.3930498706764,1047.7901778275173
11,N,IMP,2020-10-15,2020-10-15,2020,10,43.0,46.33333333,3428.0,-81.1803,27.1485,85.7,11_2020,0.7476507282535538,7.311887649727627,0.34139652267560616,0.2779928718422132,0.5004271118384961,0.47234280878960166,45.24876628932325,0.42060192074981506,0.563691356588514,0.6489012361499191,-0.042338084641086515,0.19548058776113572,0.49024466949567014,0.33003322718643036,0.1970356339376131,-0.12940018797478844,138.55701123956658,170.26203360813665,96.51438116705506,205.37116364572893,93.89416750319498,85.7452196470722,263.0847261155868,596.9398356396406,452.8396397589785,3217.5777660953104,2118.961615727839,1038.0063282169867
11,N,IMP,2020-08-13,2020-08-13,2020,8,62.0,66.33333333,3452.0,-81.1803,27.1485,86.3,11_2020,0.8044060584762294,6.132761727103284,0.3951171708471819,0.30139352302234995,0.6201713533932232,0.5793788598019896,54.70112680884398,0.5758876808941868,0.5237453823310125,0.6664616413458242,-0.06022079662663276,0.2987834372617364,0.6234631715455861,0.3914516137201265,0.2711530859618699,-0.11667779625311439,128.47413428003668,169.79317045169574,80.76200528730499,218.2191769392046,78.63747090239325,71.96057584813146,260.782059065489,702.3374528216823,448.9826557545314,4173.734965141415,2244.063091092943,972.6525291663268
11,N,IMP,2020-06-11,2020-06-11,2020,6,49.0,51.33333333,2388.0,-81.1803,27.1485,59.7,11_2020,0.7095173806511524,8.356505790005546,0.34342341568612333,0.2917988504856614,0.46007025558134174,0.4790880875460748,45.50570680684799,0.44321878008549387,0.555451953972729,0.64073320276385,-0.0299423892592423,0.16491673393250578,0.5074541698317763,0.37077639397100964,0.20723228086054526,-0.1551839396189116,137.91494126573917,168.96026241807706,95.40189452420205,203.20955223509145,92.9309259496617,85.47150887467158,328.92129411858986,681.127872212883,550.4129237793818,3486.7132580145744,2451.898036379642,1240.1616281747895
