id,year,Lat,long,date_median,forb_kg_ha,grass_kg_ha,litter_kg_ha,pasture,season,low,high,shape,radius_m,herb_kg_ha_old,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,site,g.m2,Biomass_kg_ha,Year,CPER_2022,OLS_2022,OLS,LASSO,PLS,PCR,SVR,RF,GBR,kfold
los1,2015,43.14323135,-116.7361871,2015-07-07,90.25,95.88,,los,peak production,,,circular,60,186.13,0.3129583311322183,15.51582007988617,0.1744661682345235,0.1612482714127082,0.0816358749955849,0.1844039078724123,17.799960104291873,0.116923657155289,0.4693423572723204,0.3954904076144135,0.0869659948741201,-0.0942408896966172,0.1807989621698542,0.3566406168961056,0.0513103205650986,-0.1957969541626847,145.69646594093837,152.40335601775442,132.62071448320864,160.4809927471668,132.11414649894672,126.24788647618408,638.9870508294009,926.4695877867184,1111.5594561589774,2124.0433215850985,2566.523334602768,1803.797028401057,los1,42.47,424.7,2015,2168.1893001643957,467.7356148706207,427.5746363083735,448.6641097435598,494.94319775396406,496.0904919208725,359.6682911299959,351.6771997662392,384.62108865920914,2015.0
mbs1,2015,43.064119139,-116.7489159,2015-07-08,123.22,53.0,,mbs,peak production,,,circular,60,176.22,0.5925571864572541,9.843940381457084,0.239581972836663,0.201097908141567,0.333636060301015,0.3265639185284154,31.93436940672141,0.2524223038334114,0.5045329836254644,0.522233778876803,-0.012257267175939,0.1027398761715997,0.3286969069468518,0.2841920410270156,0.1142962032542471,-0.1298556889078607,146.55745913078923,167.63090644012686,116.23486153735962,189.57850423096136,113.64367425306426,103.88772150844686,368.9997793691664,620.1692897885679,591.2078476890374,2312.7656175910142,1881.6941415988208,1157.1174932394758,mbs1,76.56363636363636,765.6363636363636,2015,2607.989600073335,813.026641975663,695.0875845783943,650.7912083470674,684.9519033654892,644.3035889618477,712.3632021001556,619.184733631967,721.9458900938293,2015.0
wbs1,2015,43.168158005,-116.7130521,2015-07-01,56.38,141.53,,wbs,peak production,,,circular,60,197.91,0.2577374460222309,14.185585025480364,0.1390409340767998,0.1393840758442614,0.0214330451224471,0.1564741147582187,15.028323217373556,0.0879074807096838,0.4546574631574766,0.3648021802207208,0.1146569235790019,-0.1180184628842511,0.155061785527333,0.3826715328711779,0.0370632535380527,-0.2141847575533374,148.87865447403087,150.91598203271343,137.03816127744187,154.45999790142724,136.58398962561213,133.0338046909924,748.0936340803285,1019.3355968512026,1264.7932431938516,2141.174309437859,2714.933461522004,2058.0759276179147,wbs1,52.620000000000005,526.2,2015,1662.027759336472,334.7254985286671,309.2024283652125,313.0865034363539,338.0476920992494,300.0222259398398,285.68571334681076,246.991904914702,282.8080505366188,2015.0
los1,2016,43.14323135,-116.7361871,2016-06-20,209.49,260.76,,los,peak production,,,circular,60,470.25,0.313765976472846,13.378136993429646,0.1466817241494944,0.1642248579366246,0.0403273761339204,0.186718254408152,17.994062010037954,0.1166761208758484,0.4873349576421603,0.4072197281867826,0.0954117755567878,-0.1069359584893783,0.1845950168694176,0.3674987397978833,0.0504668923128202,-0.2136079846740788,149.7478208675979,154.17969600951128,133.97172430238177,159.76000799257525,132.86552431853698,127.5081894052294,658.1886639962775,922.3558764326956,1127.3731484581845,2159.726032568079,2675.704205148122,1990.6827803290016,los1,57.273,572.73,2016,1648.3847210321856,331.0935598852886,314.0314930727963,337.45081038594213,337.7875207613473,327.9958379315917,327.22969207959665,276.9725523494912,264.2048903573929,2016.0
los2,2016,43.127015833,-116.7368355,2016-06-22,203.33,323.16,,los,peak production,,,circular,60,526.49,0.3870768353401773,13.030240770489108,0.1726246940176547,0.1849064365086178,0.0922195246820654,0.2124872205855258,20.79627841461181,0.1418380045142239,0.5111959989559418,0.454608227949493,0.0612030664481977,-0.0816475445051346,0.2103638151218645,0.318943635473553,0.0611012447274717,-0.1859237091967141,152.57774905514125,160.74412933649305,132.79348249703028,169.40435024223825,130.92836140728303,123.36404808432832,537.7011420315371,764.0719316440063,886.5898382240209,2004.3037128122592,2361.652228958543,1665.9998165601078,los2,77.875,778.75,2016,2288.235112636304,422.0510445341206,398.55852474346204,428.28488594882094,439.9936227116095,404.3748463077927,455.3459161803505,387.32741500074263,299.99326801192313,2016.0
los3,2016,43.128021228,-116.7388411,2016-06-23,269.66,291.8,,los,peak production,,,circular,60,561.46,0.3770303834596238,13.609874183122166,0.1768181053630515,0.1898416673961613,0.0962262016496265,0.2235313517211773,21.558105966315868,0.1480027213773677,0.5246182767261353,0.4457818212915451,0.0856001154461716,-0.0818346890175206,0.2204447487155589,0.3565176406098449,0.0691144765965233,-0.2072800448607487,151.43872590661525,155.888059636497,128.58758831978793,161.3392717391677,126.53063566569708,120.391313611656,579.4298388133585,824.6708840144771,1014.7050414036252,2248.3720548069223,2645.6952994270737,1850.0740919610332,los3,94.2028,942.028,2016,1885.3050123409216,453.37389463560476,413.1661027054438,479.2579793969616,485.5668566367107,446.52551341312505,451.3532877719386,409.3712697666656,427.9899766199801,2016.0
mbs1,2016,43.064119139,-116.7489159,2016-07-05,260.88,189.65,,mbs,peak production,,,circular,60,450.53,0.5846322231481005,9.35511917042026,0.2192832759594654,0.2087366060952107,0.285729058223075,0.3190028168671626,31.262109772729804,0.2438792176868093,0.5242548175476638,0.5365705925870425,-0.0084815074116427,0.0715540440119428,0.319366293862619,0.2858167461832728,0.1092850521656384,-0.1422253887330936,148.03022116947477,168.17135057459092,118.47621671215558,189.06561256334427,115.9008784263282,106.16193049418474,364.76541976163503,611.7600249772053,592.2897061012502,2264.80253903292,1959.8221500419995,1257.592953572093,mbs1,107.56500000000001,1075.65,2016,2339.1185634062967,579.7089037810616,575.9027289933039,512.8609529135662,532.5698445835554,521.2432168900924,607.9082287314911,567.8575273624349,633.1143114675162,2016.0
mbs2,2016,43.072781143,-116.7701807,2016-07-06,240.03,207.75,,mbs,peak production,,,circular,60,447.78,0.637324167546548,8.91932017975732,0.2561532376436989,0.224156574989545,0.3655335322810403,0.3670501493672585,35.58282385156096,0.2943318922598028,0.5277525798649435,0.5604054889878136,-0.0197838505493552,0.1228715242184027,0.3693326131951117,0.299175064495611,0.1349680142968444,-0.1362804909304569,143.3943131286092,167.42414771344588,110.59143487697146,193.466824460528,108.10020298686196,98.82362280022993,329.5731643310375,614.086650617897,562.2302113870578,2550.0238762467247,1990.143913551408,1184.611304556849,mbs2,98.35499999999999,983.55,2016,1982.6222601654501,606.9461124466723,739.0625220572373,582.9685425803214,625.5828614545693,647.9026622753628,674.0614676908743,580.6079948574013,656.2792578445932,2016.0
mbs3,2016,43.071059894,-116.769988,2016-07-06,229.36,229.42,,mbs,peak production,,,circular,60,458.78,0.6171838169819062,8.733850527946071,0.2275260023803139,0.2200309774990782,0.308044646891465,0.340215113304342,33.267697154084985,0.2640637326611938,0.5372474784300327,0.5607759931515935,-0.0157676360868246,0.0872122264681739,0.3398005515094059,0.2877268119731996,0.1190327140623229,-0.142921654448955,146.4080272334284,168.57755906801407,115.68008587514532,191.90309008656595,113.1320974663558,103.45117109471217,331.8125898349139,594.2163254344958,557.2914846771064,2351.0654951148917,1976.826114884945,1247.28034885762,mbs3,77.937,779.37,2016,2125.312155246365,559.9065336097628,610.6151998152352,516.8321829792615,558.6886142436164,565.5463001653386,625.7532015266412,571.3620747425767,666.0870298028393,2016.0
wbs1,2016,43.168158005,-116.7130521,2016-05-24,167.82,332.03,,wbs,peak production,,,circular,60,499.85,0.2848597738986643,12.415417865218268,0.1254353364634293,0.1284291896022506,0.039927041398321,0.159939546485162,15.599498976261438,0.0954507909039972,0.4421404251748244,0.3618038901069225,0.0971093400771396,-0.0859964415921948,0.1582962218760527,0.3292545313496798,0.03943514938258,-0.1798081943765629,151.15763793932308,155.6057309652988,139.14367802001112,160.91561822057375,138.53034047940142,133.67689719523392,636.0795548435004,874.1093513386919,1055.2667171138603,1914.3732446480517,2270.11901812172,1771.530163301239,wbs1,70.043,700.4300000000001,2016,2390.0910435072706,350.294178437153,252.30137829616476,272.9839647781893,253.42041063383058,230.03234433079348,295.8715695430227,287.15730557578104,266.765591078031,2016.0
wbs2,2016,43.170171842,-116.7223203,2016-06-09,163.01,252.91,,wbs,peak production,,,circular,60,415.92,0.2568429590347598,12.914431551316545,0.1225379813650476,0.139631775105372,0.0002533912038595,0.161688983842458,15.45141194126864,0.0878911006554312,0.4692290919419076,0.3675804853727562,0.1295077796964291,-0.1222576136999446,0.1582660068375385,0.4072277164645622,0.0397444484066666,-0.2351759830089958,148.08803943239135,148.57063439779148,135.4378655530398,150.88072712574302,134.92481495786078,132.1515671801792,754.93383540222,1049.487480809295,1345.1992741434224,2275.9085825847783,2909.27056984114,2271.4892107482574,wbs2,45.098,450.98,2016,1215.2529267804966,258.66781805432754,244.40619228386916,253.5654107437705,239.2405862448036,242.21712242015622,223.9157530550659,230.78193883259388,179.93612001497252,2016.0
wbs3,2016,43.17160272,-116.7223271,2016-06-14,178.16,241.01,,wbs,peak production,,,circular,60,419.17,0.2353762779792558,12.506893320918469,0.1123698932640581,0.1285568773423321,-0.0186930493142431,0.141706301762935,13.629184618026176,0.0684344988887653,0.4611167332407187,0.3552359131363571,0.1395615005744139,-0.1307463649815382,0.1371986523985943,0.3801596193392026,0.0305317780683031,-0.2202804541363228,149.15255138059882,149.08759644705782,139.50217780047993,150.87861953079695,139.37975158165807,137.68322565148063,717.7929323184271,994.9790333879628,1284.973513429293,2074.3737757571603,2702.23770298641,2155.199319770624,wbs3,41.162,411.62,2016,1551.7585128750457,228.6781383462021,217.69159991144295,225.82896128583468,215.22964797937183,212.85662957369084,218.38905808181602,206.94624587673223,205.90579064377107,2016.0
los1,2017,43.14323135,-116.7361871,2017-08-14,214.05,194.05,433.36,los,peak production,,,circular,60,408.1,0.2408147516007018,16.884579190083315,0.1601108966789446,0.1632569290648715,-0.0128118323421409,0.1400520531003562,13.551279646839184,0.0648201268742688,0.5059152126963178,0.3968438179356932,0.1469412142415506,-0.172548391952321,0.1338443047581179,0.3639028697070222,0.0312192920676481,-0.2233814188605271,150.9839439445824,149.6595318937577,140.24679197410458,150.39678571137387,139.83058448312298,138.35098445996286,657.5443569480619,913.1040938555944,1201.6763824003613,1964.436131617393,2783.273908648843,2014.503329827063,los1,38.763999999999996,387.64,2017,1972.2764822127804,351.3343434191904,374.45651050651617,1383.9153004848383,247.75303519227703,244.4870760500978,440.1694215057903,266.77498392029077,417.6794076284423,2017.0
