Unnamed: 0,Block_name,Treatment,Date,Site,Ranch,Year,Low.reading_mean,Low.reading_sd,High.reading_mean,High.reading_sd,Low.rounded_5_mean,Low.rounded_5_sd,Low.rounded_10_mean,Low.rounded_10_sd,High.rounded_5_mean,High.rounded_5_sd,High.rounded_10_mean,High.rounded_10_sd,Sample_ID_vor,mean_biomass,sd_biomass,Sample_ID_bio,X_coord,Y_coord,ID,Block_Id,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,CPER_2022,OLS_2022,OLS,LASSO,PLS,PCR,SVR,RF,GBR,kfold
23,1,PR,2023-07-20,OK,CR,2023,54.5263157894737,9.44791817781763,83.9473684210526,11.5685093835258,56.3157894736842,9.40480156078058,57.8947368421053,9.76328005472037,84.4736842105263,10.787690624311,85.2631578947368,9.64274111134126,2023-07-20_OK_CR_PR_1,2675.13333333333,509.781469520683,2023-07-20_OK_CR_PR_1,-97.2259055488889,33.9314684488889,1_PR_2023,1_PR,0.8286588390801636,5.536460152558027,0.4194216596852253,0.2874107433946634,0.6585515244201301,0.5728821282877106,54.18255321414608,0.5527428089565637,0.5101462594156253,0.685544428993032,-0.0696338324157843,0.3300285323893718,0.6224238050667528,0.3562781570814762,0.258690088135854,-0.0956950617670315,130.97095194922244,174.63886653138516,82.65967175481066,219.64216864544235,80.28797411155698,73.16581899237349,249.98500371391407,638.1556305975416,365.8594493079548,3909.363648442596,1967.7970515285988,803.987382055623,579.0801981393811,3353.7208931137393,3540.311921855811,3148.360796718075,2001.7217554201754,1959.6914035377254,2488.51960011742,2566.8492363642217,2809.9579529554694,kfold10
25,1,PR,2023-05-25,OK,CR,2023,21.7666666666667,5.44998154589304,48.3,12.3599743331951,24.3333333333333,5.52944053622771,26.6666666666667,5.46672273590534,50.3333333333333,12.4522074855974,52.3333333333333,12.5074690329097,2023-05-25_OK_CR_PR_1,2036.13333333333,929.008750586703,2023-05-25_OK_CR_PR_1,-97.2259055488889,33.9314684488889,1_PR_2023,1_PR,0.716910086604254,8.287953464384133,0.3374144571966296,0.2951132741236624,0.4618853393562281,0.467070947953778,44.42759338575286,0.4224826361648209,0.5485676670445142,0.6360861654391188,-0.0500104655257538,0.150144202613586,0.5000587326078735,0.3600391190235047,0.1915184801174166,-0.1549568583679273,138.29441507721867,172.5883895777764,96.61712235381248,209.64716779522928,94.06076565084594,85.77926471948263,371.6909321127967,706.8364291358173,541.123288019975,3295.507914066846,2435.202364890793,1211.1477594869111,857.1597383147944,1697.128836766343,1754.7376073399723,1850.4352456443946,1625.403001133713,1646.0940970624922,1698.0512576029357,1903.6110842291025,1906.0619920622778,kfold10
27,1,PR,2023-06-22,OK,CR,2023,29.7857142857143,9.68143371253239,81.6428571428571,11.0360160743654,31.7857142857143,9.35060759704215,34.2857142857143,9.20087412456472,82.5,11.0134597786661,83.5714285714286,10.2611405453295,2023-06-22_OK_CR_PR_1,2415.2,876.322388165451,2023-06-22_OK_CR_PR_1,-97.2259055488889,33.9314684488889,1_PR_2023,1_PR,0.7907579497668294,6.574709712582825,0.3937957545694358,0.2859450382185591,0.6066146294260977,0.5427425286086641,51.36462603573236,0.5197199019740767,0.5069860417205605,0.6565180064631405,-0.0659581240355072,0.2822883954029603,0.5823685584306532,0.3625188764893729,0.2409539395961448,-0.1113409889286305,130.1366206857705,171.6286571163248,85.79921158039761,217.6710710566272,83.5907994851382,76.14518527208926,278.75364581136006,688.8972957142857,438.48598143375256,3776.373043560929,2110.578398165336,921.4754123199468,630.012022155395,2759.5999422405393,3272.034665474255,2889.274762471218,2140.618759584208,2108.8099535506344,2562.3302466808987,2519.7217475959683,2566.274253718942,kfold10
29,2,AD,2023-07-20,OK,CR,2023,48.551724137931,11.7278246883718,84.4827586206897,8.56329663512153,50.5172413793103,12.345099344781,53.1034482758621,12.5651014082265,85.3448275862069,7.89790144852672,86.551724137931,7.6885174443849,2023-07-20_OK_CR_AD_2,3345.2,1125.65705612322,2023-07-20_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.8155263268802518,5.935452921006192,0.4128124724908471,0.2856000010006874,0.643981091205575,0.5611628762602335,53.09062273320571,0.5340184000859657,0.5255897665480972,0.67353455519072,-0.0604458957404688,0.3148454675516604,0.6066142289139922,0.3554942550285029,0.2523848659513742,-0.1004305005287525,133.21402533507396,173.47367675447063,83.79674887760406,215.4904265754078,81.29441527463625,74.22241490960229,259.60118207411807,623.35879674388,390.860328337145,3847.448099271278,2004.3832609810088,832.8828102719716,637.0328565821541,3488.616347226619,3023.6852459813226,3190.9731791112317,2867.016715019727,3071.2817135691375,2834.87168044708,2342.1133010801054,2582.170820361139,kfold9
30,2,AD,2023-09-11,OK,CR,2023,48.1818181818182,15.6376723503467,87.4090909090909,7.79901758715002,49.7727272727273,15.8472825316003,51.3636363636364,15.8250718934512,87.7272727272727,6.85344416842342,87.7272727272727,6.85344416842342,2023-09-11_OK_CR_AD_2,2702.06666666667,2285.44716908238,2023-09-11_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.5963089159972541,12.629443680126096,0.3335956909799312,0.2578768079381556,0.3956763629759734,0.3722321407027205,35.60323906691194,0.297609832280592,0.5745784453303228,0.5481778453789241,0.0187980928275976,0.0721917772061594,0.3649488704398334,0.3439639656297171,0.1482481169222745,-0.1612053234865328,140.13380703423329,156.73897135575763,104.87212614524915,176.6142406599351,102.48412921495222,94.8077978447032,348.4310778856293,667.2391508193843,722.4906101314233,2849.0813041124657,2469.698043090093,1236.309551825995,2227.8639616261794,3058.3389290694936,2988.394926895417,2833.925969474424,2924.5390844879757,2871.7927790303893,2844.905740008226,2628.8589448397183,2483.2926987919845,kfold9
31,2,AD,2023-06-22,OK,CR,2023,37.037037037037,7.77313658838261,82.7407407407407,9.86287753530141,39.0740740740741,8.20846620136292,40.3703703703704,8.54016820293798,84.0740740740741,9.09744649687662,85.5555555555556,8.47318545736323,2023-06-22_OK_CR_AD_2,2442.46666666667,786.56911372534,2023-06-22_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.7831769183363638,6.819817188842439,0.3893933706176575,0.2926236448585909,0.5954885169906711,0.5432580099143023,51.38814070679388,0.5198074930949288,0.5285577525012677,0.6519713736846674,-0.0562667609514664,0.268382679500347,0.5873696825906386,0.372612544363134,0.2437715893586864,-0.1201846871031483,132.80910730738725,171.6773315472236,85.40939362819063,214.26860617136737,83.01924434269071,75.85499974454638,303.45355356648736,682.091925019118,465.8791580186325,3841.4229180384455,2218.3544596716906,976.0728739815792,615.0683590183377,2985.0723392877876,2796.1282981919676,2858.0766454210093,2854.9454682060264,2931.711510885889,2737.2031615855617,2367.000729904927,2827.9197851668855,kfold9
32,2,AD,2023-05-24,OK,CR,2023,31.5862068965517,10.6049760603869,61.3448275862069,16.8571219837894,33.448275862069,10.6990860988102,35.8620689655172,11.500696059466,63.448275862069,16.6959922626799,65.8620689655172,16.3701037127595,2023-05-24_OK_CR_AD_2,1378.66666666667,478.718934936427,2023-05-24_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.7413011498948192,7.549739381518536,0.3432218226929307,0.3089604158444149,0.4900500383339212,0.5081099202419532,48.13155899923235,0.4782512496329815,0.5608758489040303,0.6509329545517448,-0.0467133235528321,0.179811700830419,0.557339613990316,0.3858148076981319,0.2206402835021398,-0.1580932033050663,138.96233691292912,174.10788125247123,91.12939984831377,210.7262283508879,88.46200094119231,81.01094535664383,382.2876319394312,711.8388125823654,537.7103133077635,3670.2603393226495,2539.121056890003,1244.9634366286052,641.3697339909809,1986.7987279512552,1943.632455314659,1983.5212216082843,2189.9245690860294,2141.395835775137,1826.6954591748581,2113.201482742547,1719.1110371665955,kfold9
34,2,AD,2023-10-12,OK,CR,2023,32.8965517241379,19.4428555140924,81.9310344827586,10.3472944513556,34.8275862068966,19.1555082818741,37.9310344827586,19.5264125782833,83.1034482758621,9.48813103523934,84.4827586206897,9.09717652294684,2023-10-12_OK_CR_AD_2,4074.46666666667,946.795197847278,2023-10-12_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.5893192611692818,11.665216411050778,0.2917905235121135,0.2574612077798058,0.3048487912011237,0.3300810742824229,32.17122676283048,0.2437108023981942,0.6133944476594548,0.579799687907679,0.0248262295709715,0.0139133398411818,0.3222674398343509,0.3012909939242482,0.1187454798434949,-0.1659481731317926,150.1763309486404,163.4231060665449,115.2151853938361,177.09301760302083,112.1839000549756,103.80497193091408,322.8309372014439,555.0201858371786,614.5373829288795,2371.4504742101262,2313.884955103952,1269.6498391346356,3052.475638144312,2458.8700549172854,2294.754216834968,2233.3639895351585,2300.278014619499,2297.4108899106827,2443.0756630765204,2387.845550824401,2645.3790832140094,kfold9
37,2,AD,2023-04-20,OK,CR,2023,16.1111111111111,7.38675182770496,33.5185185185185,21.6694935696927,17.7777777777778,8.24310123368129,19.2592592592593,8.28619144486589,35.3703703703704,21.0277255585392,37.4074074074074,20.4925113137219,2023-04-20_OK_CR_AD_2,1175.8,674.652040684678,2023-04-20_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.5706792723114577,11.166089928312076,0.2567351796739084,0.2735178159588324,0.2431880079786061,0.3424239714252145,32.95354631973557,0.2748744661664831,0.5769598788300556,0.5800595701638639,-0.0033142657205788,-0.014782307361202,0.3509606157724717,0.3520758271286163,0.1217581486364683,-0.2026267879722116,147.60312862608367,167.37763828472163,114.56227615731216,188.88556023050168,111.86175607282462,102.85657052588589,456.4376574885855,727.0992941931271,722.329601298902,2626.0128934862914,2715.8817161293678,1607.1639136297674,1319.6680466274556,1320.0877038471085,1182.702213261804,1114.6158099905565,1153.2192442241706,1147.6821873658039,1179.4494196105245,1190.5149609068667,1063.7178868264962,kfold9
41,2,AD,2023-08-17,OK,CR,2023,53.65,12.6876442174847,86.95,7.68782359182021,56.0,12.7320565172283,58.0,12.8144655103437,87.25,6.97269109115208,88.0,5.23148363780597,2023-08-17_OK_CR_AD_2,2439.86666666667,807.947866304916,2023-08-17_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.7264817061186297,8.722078461995238,0.380324732283513,0.2776481814327607,0.5401452812637623,0.478285791461599,45.44883758031551,0.4217918191482109,0.5702890363058181,0.6167378985111028,-0.0210407766973717,0.2039002867062317,0.4903374918408883,0.3466426000415251,0.2058656722585835,-0.1293835820117123,137.35894127663224,164.25603937250324,92.64058456434036,195.3459754214441,90.01682032999949,82.7327383698867,272.93548499325595,607.5178955528778,530.619684748918,3376.423144907204,2226.8511080737585,1002.4846389555912,1197.9595115512327,3484.675318346279,3249.390368396533,3491.670350612848,3301.177380108965,3408.7705899882744,3403.037246392436,3165.3901514671857,3245.6916616021563,kfold9
43,2,PR,2023-06-21,OK,CR,2023,29.2,9.76387901058454,77.92,11.9649488089168,31.2,10.0291242555536,33.2,10.295630140987,79.2,11.5181016954473,80.8,11.5181016954473,2023-06-21_OK_CR_PR_2,2134.24,497.03268303,2023-06-21_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.7280068627334606,8.109081593299608,0.3476827294761993,0.29456818163607,0.4933365108330636,0.4854413095749829,46.0858226236663,0.4452342075292392,0.5511322125979485,0.6326978285245062,-0.0447596366888234,0.1770298842424257,0.5163780483067046,0.3687015280025374,0.2059883956302045,-0.1507811392927037,136.42765412598987,170.08405180477737,93.2769167542284,207.98111600670663,90.83811900556496,83.04994947564602,345.6606452873027,700.3689097794639,544.3580215538714,3467.250444929197,2436.853773421497,1183.9272564037838,798.3093284928323,1989.7258216250088,1956.0081012337,1998.6657865759112,2119.4624186461792,2182.7605755053282,2160.203523969932,2324.320374067122,2241.4409655182103,kfold8
46,2,PR,2023-04-19,OK,CR,2023,13.9166666666667,6.74321989058296,28.625,15.2481288944778,15.8333333333333,6.70280062599836,17.0833333333333,7.50603621828092,29.7916666666667,14.9984902621873,32.0833333333333,14.7380509202383,2023-04-19_OK_CR_PR_2,681.52,378.695170288716,2023-04-19_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.5232689351433161,11.886568713319196,0.234663292962392,0.2679104721485127,0.1805565207913159,0.3151082113321045,30.2924498333748,0.246765896941148,0.5767047427407141,0.564012372259685,0.0133665931943312,-0.0549632300135906,0.3199031553322563,0.3638543093850417,0.1078458579524471,-0.2220048121687166,147.85202479947654,164.93468251837993,118.5033838000086,183.7397476878481,116.10694557715922,107.39477825150117,489.15731323847126,767.8992775076007,803.0189731319329,2554.7173721495983,2873.3878401703478,1786.4457220571253,1240.1533916219,1144.4894857643487,932.9606617193103,871.5002678108548,888.4701425992994,869.6643578601659,886.3820114213345,948.1211902045271,787.5590834415008,kfold8
48,2,PR,2023-08-17,OK,CR,2023,36.3333333333333,17.4686532438493,74.4444444444444,17.2656469355354,38.1481481481481,17.9287129052463,40.7407407407407,18.3818317338544,76.1111111111111,16.4862024673626,77.4074074074074,15.3403922807611,2023-08-17_OK_CR_PR_2,3095.04,1910.47509483898,2023-08-17_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.5819647115432042,12.517115848704874,0.3104926386966504,0.2793318879150487,0.3313956848749766,0.3707252911617589,35.36275082202539,0.2941390373231499,0.6104958111543924,0.5670938724604302,0.0342252860811385,0.0244020473157149,0.3643643655821059,0.3678979860492142,0.1475835827836799,-0.1947576308610275,143.7470495550264,156.80169118396904,105.95886901432672,172.28208865193008,103.31679243730724,96.21856587009192,374.7051210001927,676.6803970687442,775.7851438539526,2925.780823170915,2795.971876089811,1473.59008698574,1642.9758388351163,2407.894468294296,2416.677378768409,2340.842917838408,2365.339601655195,2353.963209170297,2206.4272455960822,2219.930516830354,2344.963624795077,kfold8
49,2,PR,2023-10-10,OK,CR,2023,36.8846153846154,14.7657087146589,76.4230769230769,18.8810446255986,37.8846153846154,14.7765406589687,40.0,15.4919333848297,76.9230769230769,18.170136107191,78.4615384615385,16.8978833449181,2023-10-10_OK_CR_PR_2,3246.96,2050.83057515729,2023-10-10_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.5843828578951764,11.386020540695368,0.2778348646132619,0.2642735713465071,0.2653560062142782,0.3225856043501215,31.533802485261983,0.2367525549875419,0.6223987851502203,0.594583216596966,0.0236343963758649,-0.011682255009665,0.3177511777602981,0.3014539784093581,0.1127899360546151,-0.1764951214702688,152.90394011873389,165.8874611368643,117.82763685954414,178.96515312967497,114.66493983841364,106.16533982368132,337.70254146812624,553.7991274506653,607.2259004946297,2309.2198698168545,2378.6475544158084,1350.5569560706415,2669.923751565238,2043.2277520797738,1975.1756864109084,1827.2863389817692,1944.9466296929702,1970.6766773610104,1962.1981797603826,1585.2265998602027,2061.7493558223555,kfold8
50,2,PR,2023-05-24,OK,CR,2023,25.1111111111111,9.63300948794673,51.4814814814815,10.3936754821617,26.4814814814815,9.88538303359044,27.7777777777778,10.5003052458683,53.8888888888889,10.5003052458683,56.6666666666667,10.7417231105915,2023-05-24_OK_CR_PR_2,1550.96,477.175489730979,2023-05-24_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.6693136978042289,8.922974145249256,0.2965210820583359,0.3078851252770505,0.368004322008112,0.4489366780539179,42.62652824519072,0.4092200568880488,0.576242484608555,0.6247250384616201,-0.029851092201735,0.0831840390017411,0.4913602066368848,0.394368457834681,0.1848788370414633,-0.1953117879755855,144.36484185274333,173.2509254586101,99.69916058035736,203.461848189419,96.88144315249944,88.9864370940119,463.2919694236938,758.6314377109851,650.6090477377317,3375.3907425448238,2828.092505807768,1532.308793372426,712.5232112676728,1241.1464440380096,953.0506636394978,1089.5533676876232,1291.9844822024374,1317.6493954496052,1170.432690265399,1487.633835065007,1261.1447035606311,kfold8
