Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,FMASK,SZA,SAA,VZA,VAA,maskcov_pct,ATSA
113_2019,2019-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-03-12,0.6094433109880502,11.609663839584346,0.3144249944604476,0.32144573876794813,0.28180129990714947,0.372019926461867,35.69798262193556,0.305316,0.6194376194376194,0.6314631463146315,-0.009779065555957986,-0.035795355334381,0.3908119019138756,0.36206154,0.13681061,-0.21606198000000001,150.1707228685028,170.9281444045115,110.916440819594,192.14106896089777,107.77870634972886,99.07839201782278,454.0,697.0,670.0,2761.0,2966.0,1547.0,,,,,,,
113_2019,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-03-25,0.6545875096376252,10.345241793517655,0.3293943870014771,0.34188303105871687,0.33901830282861894,0.4297041952536273,40.83178158061477,0.37893599999999994,0.6153846153846154,0.6483516483516484,-0.024231127679403542,0.010833725859632595,0.45988010977899757,0.39738496,0.17097206000000004,-0.22271711000000002,144.51951469631285,171.14198863171285,102.1416521156552,200.03967503539837,99.32073378306252,91.27804531458901,454.0,750.0,672.0,3219.0,3150.0,1589.0,,,,,,,
113_2019,2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-04-09,0.69293805736322,9.469367835124295,0.35325212594805794,0.3329246766111175,0.42793250660703397,0.47136299049076397,44.63403314645964,0.431628,0.5939361126150514,0.6442334543423625,-0.032175398633257406,0.08798017348203221,0.49726719247267187,0.4002156900000001,0.1997211,-0.19421415000000003,136.88297710371887,167.23088572224214,94.69815595116843,203.66301781735606,92.31734436039915,84.77285267402658,384.0,750.0,637.0,3512.0,2944.0,1407.0,,,,,,,
113_2019,2019-04-13,0.6604671280276817,10.328986041346967,0.33791208791208793,0.3437552860561236,0.3894317770539269,0.47599750623441395,44.911764705882355,0.453504,0.592246613731901,0.625655698617072,-0.022922636103151862,0.05932671081677704,0.504659924648027,0.45472458000000004,0.20970295000000005,-0.23045128000000004,134.57552720797983,163.13042286629513,92.52656598935678,201.34261763715497,90.40947456342596,83.42958280620692,456.0,873.0,785.0,3839.0,3409.0,1687.0,,,,,,,
113_2019,2019-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-04-24,0.655079493398006,10.047391719944484,0.31762531762531765,0.31687067828544513,0.35048372911169745,0.4186086557226496,39.90611793259966,0.36067200000000005,0.6022471910112359,0.6334478808705613,-0.022142624552263106,0.036974506162417695,0.43291662214624077,0.37203483000000004,0.16474733000000003,-0.20001738,141.24185975512032,167.55267598129717,103.18862390871709,197.85858125553952,100.68649211188048,92.44142146459528,383.0,708.0,640.0,3071.0,2852.0,1477.0,,,,,,,
113_2019,2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-05-24,0.486159634506853,14.403893524391924,0.2631030892051371,0.3132872068785825,0.13134206219312602,0.3111455108359133,29.65573770491803,0.240996,0.6281879194630873,0.5838955386289445,0.045207956600361664,-0.13647720174890693,0.3132793017456359,0.4197491800000001,0.10948645000000004,-0.28513338,149.05587845397008,160.09223686780402,117.85708516484584,172.4850396249759,115.38893524635638,108.05206897342944,542.0,831.0,956.0,2765.0,3639.0,2123.0,,,,,,,
113_2019,2019-05-29,0.44609665427509293,15.102405165833826,0.2455504803906127,0.3170310343102931,0.06408753419304415,0.28747433264887057,27.375945265545738,0.20588399999999996,0.6592530423835501,0.5825495297178307,0.08483290488431877,-0.18436423543507563,0.28058923739853686,0.43731557,0.09856746999999998,-0.32156554000000004,152.6864421772749,156.37125659400294,121.62448563616319,161.0449887078903,119.03963853649897,113.0501517953827,535.0,812.0,1043.0,2723.0,3954.0,2395.0,,,,,,,
113_2019,2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-06-03,0.4549108264255212,16.31860842459785,0.27841596130592505,0.3378925828970331,0.09634677266704524,0.3024718850907472,28.702674207408254,0.23098800000000003,0.6509857505367949,0.5916447120812947,0.06595303867403315,-0.1870877192982456,0.30206491643593425,0.46248712000000003,0.10716437000000001,-0.33390554,149.19645390432993,156.5767633744379,118.27953044322204,165.2115160802337,115.91282543923636,109.43847135384591,589.0,894.0,1085.0,2896.0,4229.0,2387.0,,,,,,,
113_2019,2019-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2019,2019-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
