Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,FMASK,SZA,SAA,VZA,VAA,maskcov_pct,ATSA
113_2017,2017-02-02,0.5487012987012987,13.283986214533217,0.29521979341820803,0.2843546835895603,0.2383177570093458,0.31373762376237624,30.451686239109893,0.22682399999999997,0.6414003044140031,0.5900914184606311,0.044444444444444446,-0.06120842353867349,0.30660377358490565,0.32537242,0.11127595000000001,-0.20046380000000003,153.23647408446158,162.2156768720939,117.63512048337708,171.53414452066482,114.4333675662815,106.67487422826957,370.0,589.0,695.0,2385.0,2696.0,1467.0,,,,,,,
113_2017,2017-02-08,0.33762886597938147,4.268819347551656,0.04504504504504504,0.11032344540558187,-0.2100456621004566,0.06804016620498615,9.40525187789237,0.02946,0.6201117318435754,0.543921916592724,0.10211946050096339,-0.2526997840172786,0.06047456375219279,0.10131296000000001,0.008635440000000005,-0.08689431,178.0229458205125,177.40750615313752,169.97768862883186,177.035308309649,168.4813223193217,165.63576804836353,164.0,204.0,257.0,519.0,870.0,795.0,,,,,,,
113_2017,2017-02-18,0.4596062457569586,8.315383658748912,0.12650602409638553,0.1809033942558747,-0.03803131991051454,0.15688243472887378,17.63954161472063,0.09436799999999998,0.5965848452508005,0.5797254487856388,0.018604651162790697,-0.16374951380785688,0.14885009454289608,0.17856832000000003,0.03378597,-0.13468247,169.60723267927932,177.38110058943653,153.5782459167006,184.01636077388176,151.17210074324805,142.04476054283475,279.0,378.0,398.0,1075.0,1496.0,1160.0,,,,,,,
113_2017,2017-03-06,0.6154729988510149,8.635322260506717,0.22158796056045668,0.27861507128309565,0.16874480465502908,0.31671265273945604,31.44940554531327,0.24653999999999998,0.5943108703013884,0.6484593837535014,-0.04599336178283547,-0.05489580999327806,0.3358130981736114,0.29039958,0.0973144,-0.1892268,158.73549694767593,182.5728396193158,125.86869088796732,203.49313981523264,122.43016993779557,111.09045069850077,421.0,599.0,502.0,2109.0,2354.0,1500.0,,,,,,,
113_2017,2017-03-10,0.5960671855796804,9.24498605124861,0.22346521145975443,0.26802259211376855,0.15574013645802431,0.2933073511624782,29.44957987847085,0.21903599999999998,0.6037195994277539,0.6394881170018282,-0.03131416837782341,-0.07016706443914081,0.30152940688854807,0.27265806000000004,0.08803253,-0.18078742,158.87285503927373,179.30814342577813,128.8505885905183,197.67764890626626,125.57675745257623,114.38369063064525,379.0,554.0,493.0,1948.0,2242.0,1423.0,,,,,,,
113_2017,2017-03-22,0.6179941002949852,9.035364715180249,0.23662496672877295,0.2736003443438337,0.20948180815876516,0.32598547717842324,32.183196113723625,0.253824,0.5905511811023622,0.6353396691305878,-0.03646308113035551,-0.028558777949966793,0.3334792470850412,0.29248919,0.10515481000000002,-0.18143039,151.2032613992789,176.1016768520788,121.99697054457144,200.31966630666423,119.2946158864759,108.5196397714972,365.0,598.0,518.0,2194.0,2323.0,1434.0,,,,,,,
113_2017,2017-03-30,0.5388418079096046,10.615205330789987,0.21522887323943662,0.286652234371286,0.09994952044422009,0.29226251276813076,28.67529596830792,0.221616,0.6117921774664331,0.6174575278265964,-0.005507113354749885,-0.11781376518218624,0.3047246295778586,0.32588005000000003,0.08856352000000002,-0.22690561000000004,159.2375690642997,176.24869123869988,127.89820160242617,192.17069013221266,124.62114128333006,114.58980748950661,477.0,665.0,653.0,2179.0,2761.0,1783.0,,,,,,,
113_2017,2017-04-07,0.6098088712585648,8.439302005336087,0.2107854630715123,0.2927427736058106,0.14022988505747128,0.3263218834426862,32.1120974291346,0.251928,0.6254327982373308,0.6535382644892731,-0.024193548387096774,-0.07270461154964686,0.3232527909466279,0.30872283000000006,0.10423739,-0.21315254,148.7420425360115,172.94791053913355,122.97941707295904,198.55745065216936,120.82598113402952,110.5458501151342,320.0,595.0,541.0,2232.0,2582.0,1683.0,,,,,,,
113_2017,2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2017,2017-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
