Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,FMASK,SZA,SAA,VZA,VAA,maskcov_pct,ATSA
100_2021,2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-01-18,0.49893712229397413,14.230646044546038,0.2703068970306256,0.2304589111129708,0.2195082886206735,0.25802664295429356,25.59252473134095,0.15767699999999998,0.6550611952064336,0.5384120750145464,0.10219931686686426,-0.05398635432808911,0.23603880028328517,0.27193006500000005,0.08854615750000001,-0.16461390250000002,156.48502822542375,156.46390379377206,124.55345146099947,157.73301362645537,121.28502609381962,115.04721198599717,269.5,458.25,659.5,1972.5,2197.0,1262.0,,,,,,,
100_2021,2021-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-02-02,0.44650454916927096,15.290159129031997,0.2496180170174402,0.2465979006364965,0.1431327858648812,0.24848141856673167,24.250005088239686,0.153138,0.6414957163670943,0.5307758712661936,0.11004142135115376,-0.11040516906017807,0.23087140956341212,0.3191705375,0.0836701375,-0.2065114975,155.27209867806098,154.67366669417734,125.42951937133284,155.5494321018318,122.48664522069242,116.8504647238917,369.0,581.25,815.75,2133.25,2661.0,1598.0,,,,,,,
100_2021,2021-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-03-14,0.5089351465795348,11.60786806225992,0.21716750776618204,0.24711662387024091,0.13490370109617772,0.2671108969658505,26.40309047347516,0.186981,0.6038795687436662,0.5691488851337381,0.032718373820044,-0.08471190688760677,0.25683868063023535,0.29579730750000005,0.08379981500000001,-0.19222316750000001,151.46277799301262,164.56761620082125,127.43096412673532,178.2721815883229,125.1976650233481,116.37697847475128,354.75,594.25,660.5,2030.75,2405.5,1546.75,,,,,,,
100_2021,2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-03-24,0.5901370272894019,10.521617803137012,0.2564268231193725,0.25677795815050825,0.25506818631704337,0.3238747308718427,31.69845162594026,0.24784499999999998,0.5818801348275006,0.591067844382554,-0.007337057644102538,-0.0014427596287115466,0.32085182013447644,0.29994903000000006,0.11061250750000001,-0.17148267749999996,146.96585746457043,167.59892695821316,118.39034541318021,189.62580862665106,115.9900887140982,106.35748747482779,343.5,608.25,591.5,2294.5,2301.0,1361.5,,,,,,,
100_2021,2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_2021,2021-04-02,0.6497343223463051,8.99804293053646,0.26879449354287693,0.26276674797222155,0.3417870537636727,0.3860377001304811,37.21048015592827,0.317544,0.5636760510156774,0.6008052553296828,-0.025189395886445066,0.08040697223323384,0.3923482057518486,0.32341599750000005,0.143651315,-0.1629019175,142.8647935475225,168.65353913970347,108.63367192560419,197.08830237153595,106.13640446288387,97.04879022416809,343.25,642.75,574.75,2706.25,2304.25,1327.75,,,,,,,
