Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
JP12AE,2021-02-20,0.1484448856899088,8.28521268152962,0.059211344465405547,0.05217856206241201,-0.06744630569982203,0.11148246562862059,10.520526789325793,0.002925090909090891,0.43258665706034183,0.2694415906679605,0.2311993095064064,-0.12613034391980735,0.09943031866471885,0.5580963566666667,0.019327446969696977,-0.3099466636363636,136.31248374283982,130.80545695020368,132.69107111063204,130.36918338316406,135.23296097991124,142.81490492356392,935.3939393939394,1478.2727272727273,2149.060606060606,2896.060606060606,3724.181818181818,3308.6969696969695
JP12AE,2021-02-22,0.14200278295667604,8.402552037732914,0.059258133356743174,0.05207609341651729,-0.07698188863832717,0.10760891050965585,10.155478430476132,-0.008277454545454551,0.44473274444469607,0.2722478345418565,0.24661687135533164,-0.13559648778790967,0.09528273395297669,0.5702016893939394,0.017699021212121226,-0.3224290924242424,137.3523067722525,130.26109820087035,132.99918649644303,128.93802288296828,135.2820810531104,144.30481938819767,944.3030303030303,1482.3030303030303,2207.0,2934.6060606060605,3847.090909090909,3417.3636363636365
JP12AE,2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP12AE,2021-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP12AE,2021-03-02,0.1428620282631078,8.26701563142428,0.058353379050990056,0.04133607320639551,-0.06484827961275241,0.11097476171762621,10.479636903153763,-0.0075490909090909246,0.43418389807546237,0.26090316672408326,0.24532915011646156,-0.12271812749136991,0.09868653638434279,0.5952046363636365,0.019996119090909103,-0.32735573393939393,136.39423723851624,129.01209379887777,130.98530058751274,127.69847528169934,133.18324163558452,142.05287796142522,999.0909090909091,1561.3636363636363,2320.6363636363635,3090.757575757576,3947.848484848485,3513.181818181818
JP12AE,2021-03-04,0.14071432691986113,8.369413701765524,0.05883974676873333,0.048800084611599834,-0.07605508422020085,0.10790959931909126,10.184481312366628,-0.009865818181818175,0.44311726240250665,0.2697987023886535,0.24788365937300108,-0.13427370615563233,0.09563279488781323,0.5829430854545454,0.017795339393939413,-0.3284355518181818,137.14499365846345,129.81107918330628,132.47953371814262,128.42561350092967,134.74128529140327,143.9477671032176,968.6969696969697,1517.060606060606,2261.757575757576,3000.0,3923.6363636363635,3488.030303030303
JP12AE,2021-03-07,0.14044788776653566,8.945471338762305,0.06312558050530656,0.05151204353497882,-0.0763428632968381,0.10831541889736433,10.226856407092534,-0.009809454545454555,0.44562309995685684,0.27378351858998357,0.24682033860642572,-0.1387768908376357,0.09621370817180344,0.5921274306060607,0.01769927848484849,-0.33503473818181817,137.09162178087547,129.7576701361816,132.30915501506308,128.4029721525213,134.56671050132977,143.73309572935494,987.4242424242424,1541.5757575757575,2293.212121212121,3039.3636363636365,4010.3030303030305,3534.818181818182
JP12AE,2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP12AE,2021-03-12,0.1432297728097138,7.747290344614797,0.0545324995247553,0.03897209716779802,-0.0712169172247921,0.11302336032136105,10.68007595828117,-0.007350181818181815,0.43650869699499806,0.26365025417801013,0.2450540412455551,-0.12524485147723546,0.10082571906453264,0.6166400200000001,0.02002812818181819,-0.3426561533333334,136.7374187610738,129.13920733241437,130.80306506661861,127.75400119464305,132.90708766068306,141.70557185144037,1036.6666666666667,1612.090909090909,2395.5151515151515,3193.181818181818,4100.424242424242,3677.121212121212
JP12AE,2021-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP12AE,2021-03-17,0.14436846635222667,7.811225052277936,0.055146672886435585,0.051764877628195344,-0.08623865772635537,0.11202689860514352,10.57515829202989,-0.006319272727272734,0.45089169719945515,0.27934307850489176,0.24535804252101207,-0.1407010271250651,0.09953812919090733,0.600004257878788,0.018434233939393953,-0.3461534045454546,137.7916518169528,130.53421798369334,132.64923139251226,129.1888832794985,134.78668566870996,143.50635165333819,988.3636363636364,1545.939393939394,2302.3636363636365,3077.939393939394,4080.3939393939395,3654.939393939394
JP12AE,2021-03-19,0.14554268915278548,6.46146860364994,0.04530582753562075,0.0438072797570977,-0.0849973484407869,0.11249660024159626,10.615600306582058,-0.00849963636363638,0.4487453412275366,0.27018445260989965,0.2519682900709926,-0.1297910214055093,0.09917601539058214,0.5903206306060607,0.019754502424242436,-0.33762929151515153,138.0980376198545,130.25434837071646,132.4066497114445,128.59665994582548,134.383371833811,143.37182707343754,957.5757575757576,1507.939393939394,2277.6969696969695,3052.5757575757575,3959.3939393939395,3616.909090909091
JP12AE,2021-03-22,0.14734461514673097,6.885664092553078,0.04859796812333602,0.033874228664091885,-0.07739592696671314,0.11988463945216485,11.350443595822608,-0.004967272727272746,0.442554005575376,0.26784948033495953,0.2459007813644597,-0.12550913273115627,0.10738495041390053,0.6577720133333335,0.022620599696969702,-0.3708860906060607,137.5245261406123,129.24418384238737,129.82263035895232,127.60880981045038,131.568929660343,139.94653008632235,1100.4545454545455,1697.030303030303,2536.787878787879,3412.030303030303,4386.454545454545,3980.787878787879
JP12AE,2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP12AE,2021-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
