Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,FMASK,SZA,SAA,VZA,VAA,maskcov_pct,ATSA
113_2018,2017-12-30,0.5890887986070806,11.659360731324261,0.2910676408201744,0.2854605895584232,0.2909005186232909,0.3605256926355671,34.581067958817776,0.285612,0.6092831962397179,0.5892080069625761,0.015704894083272462,-0.00018258170531312764,0.3588220737441227,0.35189565000000006,0.13584014000000003,-0.19805632,145.49958845683233,162.16590451480582,110.12538511681787,180.88342824535283,107.46574105103207,99.46755039837625,379.0,665.0,708.0,2738.0,2739.0,1504.0,,,,,,,
113_2018,2018-01-04,0.5658238884045336,11.77423902413166,0.2695423691701336,0.289951839000694,0.23521320495185694,0.34598981163369275,33.191250514610424,0.26835600000000004,0.6245446903894648,0.5902358749314317,0.02858203414996288,-0.03665295905596281,0.34482147917257017,0.36109966,0.12744182,-0.21826386,149.3414020662777,162.63610489427967,113.09080118322008,177.0215158754367,110.20417667945529,102.46095664409668,408.0,670.0,747.0,2694.0,2899.0,1668.0,,,,,,,
113_2018,2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2018,2018-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2018,2018-01-24,0.4907940161104718,14.615937785403394,0.27219051367840974,0.29369675880223756,0.1671171171171171,0.30191127890514385,28.93604312072514,0.22101600000000002,0.6327355392775954,0.5700752975467573,0.0609803164801235,-0.11008071440838056,0.2968298708981452,0.38103805,0.10721405999999997,-0.24799577000000003,151.04594055510285,158.26466140248493,118.08452723305192,166.28892007817188,115.29431064488543,108.30400791852543,471.0,727.0,885.0,2591.0,3232.0,1849.0,,,,,,,
113_2018,2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2018,2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2018,2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_2018,2018-02-18,0.5652936021034181,12.01173364960835,0.27593275932759326,0.3127840108401084,0.20539932508436445,0.3445921880565119,33.07329920147239,0.27083999999999997,0.6353126642143984,0.6141078838174274,0.01866368047779022,-0.07477119668451045,0.3460795535842037,0.3702677900000001,0.12407652000000002,-0.23855048,148.9163876171779,164.68770667305333,114.60427870823064,181.89428541354857,111.8729944985804,103.76378553650154,422.0,694.0,744.0,2679.0,3112.0,1766.0,,,,,,,
113_2018,2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
