Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
1_AD_2023,2023-02-16,0.2959186688959624,18.05298780752803,0.1994185044023411,0.2260645859305813,-0.010509882765663343,0.17659629566310273,17.012934434433657,0.09286299999999999,0.5856691720258655,0.47584342764527326,0.14367660138072236,-0.2094984983727434,0.16825660558788427,0.38895855250000005,0.047006481666666676,-0.26752735833333335,154.17413168533952,151.16263743407686,135.66918577750332,150.4140182136437,133.97614469309937,131.14975063371344,614.0833333333334,858.9166666666666,1167.3333333333333,2146.3333333333335,3281.5833333333335,2191.8333333333335
1_AD_2023,2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_AD_2023,2023-02-28,0.30692560358456084,17.53338221361505,0.19797536462198354,0.2428020845214756,-0.03266084018955616,0.18153364741807318,17.516534494411086,0.09427800000000001,0.6141959218140499,0.5007097844318441,0.14957262244883035,-0.22913386056001891,0.17124949612824789,0.3895962866666667,0.04834260333333335,-0.28310296166666665,156.06375105716805,152.04702750326484,136.23253252848755,150.54998573203778,134.29804168675147,131.58055219406324,577.0833333333334,814.75,1134.25,2135.0833333333335,3401.0,2277.5
1_AD_2023,2023-03-04,0.3207336750058945,17.566285164254836,0.2059343392501569,0.23182578233232867,0.014346454321454214,0.19336997541422454,18.59599430669315,0.112022,0.5824912342393425,0.4830692661647944,0.12520825852909415,-0.19212536803322833,0.18571990050135134,0.39116676833333336,0.054620325000000004,-0.2645133725,152.44224581047558,151.97959391389543,133.0072257047358,153.22559655190966,131.30464996027442,127.26991378117111,608.1666666666666,865.3333333333334,1143.1666666666667,2222.0833333333335,3276.25,2157.75
1_AD_2023,2023-03-05,0.3231492798133078,18.39065663707713,0.2189458356767506,0.24802556056641015,0.004878221223852249,0.19222067936956932,18.52863013959947,0.10512300000000001,0.6130784282645666,0.5025484068112553,0.14125798744458018,-0.21427063940830382,0.18080613414245814,0.38679495,0.05500672500000001,-0.2734608366666667,153.39368359036146,150.9490408525492,133.27182262875291,150.6959061135905,131.4470807687621,128.12526251855763,556.6666666666666,809.3333333333334,1117.0833333333333,2180.5,3367.0,2157.8333333333335
1_AD_2023,2023-03-10,0.362980645377504,16.10365405102495,0.20786096940805895,0.233820802914916,0.038847439766627974,0.20613088682040245,20.038448184467182,0.12214699999999996,0.5997639337700843,0.5022522176184051,0.11512932660788687,-0.17029383068749407,0.19395068905223609,0.34998898833333336,0.06078054083333334,-0.23751844833333338,152.43956314821486,153.9149741186432,132.3320113662799,156.73514496913205,130.52702249118505,125.5968924162803,486.9166666666667,736.0,975.0833333333334,2082.3333333333335,2935.25,1924.9166666666667
1_AD_2023,2023-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_AD_2023,2023-03-15,0.36880208947834214,17.29133976352199,0.23044866431976777,0.2610713819736868,0.04393284966919909,0.2217815617582264,21.338882572888284,0.13985699999999998,0.609744174524756,0.5210159668495096,0.106625257657534,-0.18836227297772015,0.21260387598766653,0.38877990833333337,0.06774012500000001,-0.2692032225,151.38537767907846,153.51856532648995,129.36549231321337,157.00340067809876,127.45749403061086,122.21968333649676,549.5,815.6666666666666,1059.9166666666667,2295.75,3358.1666666666665,2100.75
1_AD_2023,2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_AD_2023,2023-03-25,0.4240078170382042,15.138632861015614,0.22979173181379076,0.2556826055810512,0.10113186231862546,0.2533320627286795,24.39912349627251,0.17591699999999996,0.592902448281858,0.5265015234095024,0.07205507287952044,-0.13155804753461564,0.24597928971582914,0.37191180500000004,0.08205496583333334,-0.24213585750000002,148.89774876307354,156.3874334793063,125.13112525484935,165.12746922769702,123.17261258424115,116.34644121995647,508.4166666666667,787.0,956.25,2361.25,3075.0,1926.0
1_AD_2023,2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_AD_2023,2023-04-05,0.5258999218778737,12.020005576067613,0.2398220302379043,0.26802651888876605,0.20716053860851766,0.33412205364207903,31.88083954576312,0.273458,0.5630899035377417,0.5507134314846237,0.01182018899488555,-0.03402995283497958,0.34688604951535035,0.3912155566666667,0.12061857916666667,-0.22627470000000005,146.27178444635322,164.07004917159952,114.1483035044589,184.1756823706249,111.69091597973339,103.38307822377318,545.6666666666666,838.75,870.5833333333334,2804.0833333333335,3000.0833333333335,1840.9166666666667
1_AD_2023,2023-04-13,0.5734092654644788,11.403580576663266,0.2662662907360154,0.26919475417039357,0.2829292035321483,0.363397392376487,34.68385283309018,0.302938,0.5588162896222674,0.5614667324944445,-0.001410801587650233,0.0183888543168263,0.375443093704871,0.3744736491666667,0.13696718750000003,-0.1996654791666667,143.37878290613676,164.31938421399084,109.35690494338694,188.35821205740558,106.91292523303404,98.51850650120292,477.6666666666667,784.9166666666666,780.0833333333334,2878.5833333333335,2774.5,1608.8333333333333
1_AD_2023,2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_AD_2023,2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_AD_2023,2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
