Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,NA_pct
Strips,2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-11-13,0.23440329324187706,18.265650959928625,0.17339763374672432,0.20839245507155857,-0.10164348663428394,0.12088195453839572,12.002988106315094,0.05617266967305524,0.5591550202814445,0.4744766169218072,0.1282823775298857,-0.270294024317492,0.11708183543391384,0.3293935541657272,0.018051931364148822,-0.2389679905016911,159.0163943150735,159.1303036732509,150.4888607520639,160.35585406842978,149.96541076114238,147.81074605836545,606.76099210823,802.695603156708,1011.3624577226607,1627.5062006764374,2828.2108229988726,1995.8855693348364,0.0
Strips,2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-11-23,0.3663813191621293,13.536899671130806,0.17020932445053782,0.0981479146566369,-0.004061017225494376,0.0725350848771554,10.098293118224216,0.0223944,0.7085741983901908,0.5083169118762781,0.22128875412934695,-0.17394292940860742,0.05871068992043708,0.083266046,0.018043256,-0.06348112,164.17753608563518,164.73642856415063,161.90982865401014,165.93961886821307,162.21728033047424,161.71547706798245,13.0,125.0,238.8,517.6,733.4,520.4,0.9943630214205186
Strips,2018-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Strips,2018-12-18,0.20732153037222623,20.2334649273778,0.18252627886922643,0.20488373375565475,-0.10562760237518498,0.10727375762165571,10.642229780006073,0.043669799323562575,0.5527948949923406,0.4628691147106193,0.14147045338275877,-0.28272232122559965,0.10263124415399147,0.3297225485343856,0.01353400506200677,-0.23740430505073282,156.4754556860923,156.55443196146183,151.4975906716421,157.9189458368984,151.76410747595864,151.0429746955179,607.2006764374296,819.5174746335964,1044.813979706877,1592.1476888387824,2843.3866967305526,1966.729425028185,0.0
