Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,NA_pct
E Weiss-NW,2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-NW,2018-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-NW,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-NW,2018-11-13,0.23144418476752288,17.910620110725187,0.16805444846624662,0.2145227687592169,-0.12434514564585782,0.11851462982018199,11.790415447275457,0.05403745992040932,0.5703484947753231,0.48555559590537617,0.13101455451050062,-0.2863609242598477,0.11575375970233732,0.32943201201250716,0.016121800099488354,-0.24628568992325184,162.75826135970277,161.12667111940132,152.34475242592663,160.8268387473552,151.3063377735091,149.40035483691995,616.2686185332575,788.6316088686754,998.7163160886868,1601.5682205798748,2874.359295054008,2046.9056281978396,0.00170261066969353
E Weiss-NW,2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-NW,2018-11-23,0.2395692605063564,12.355135247268144,0.1122743024505858,0.07278983801542169,-0.0028682100340151136,0.06683529219689101,8.096261447547366,0.018538909090909085,0.495758295602035,0.3451345759524908,0.18868038201078274,-0.11508702805271404,0.05791712171207886,0.12602225,0.012765188181818184,-0.07287819454545454,166.0791102185688,164.01929058588786,161.7610995839355,163.1572790502295,161.56606549053728,162.00699229543403,201.72727272727272,302.72727272727275,436.72727272727275,710.6363636363636,894.5454545454545,714.0909090909091,0.9937570942111237
E Weiss-NW,2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-NW,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-NW,2018-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-NW,2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
