Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
los1,2015-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los1,2015-05-10,0.3848600082522111,11.874302420509366,0.15442641309500887,0.12774014463698183,0.18152634143337718,0.22056191609655884,21.398981151828565,0.157919,0.4013816604447978,0.360896532633757,0.04028245990980401,0.027961457185349394,0.21581510626929323,0.3197144966666667,0.06852927833333335,-0.1455026016666667,140.1377960851898,154.63576796155334,126.93007028346172,172.1700908596506,126.72777309678467,118.25565719167173,541.4166666666666,864.25,950.3333333333334,2140.25,2023.4166666666667,1482.3333333333333
los1,2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los1,2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los1,2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los1,2015-06-11,0.3607778249145516,12.26123109263444,0.15015536712201485,0.16254026081771025,0.07891911133290555,0.19773263159820928,19.357409861471268,0.13355199999999998,0.46924068350828846,0.4219858464066819,0.05248826061157977,-0.07205226739190522,0.19771278386577304,0.31830754083333335,0.05357349000000001,-0.17806944416666667,150.77163724530786,160.99277008390013,135.09640462229575,171.84996894683408,133.86710048698131,125.95569332540408,579.25,817.4166666666666,920.0833333333334,1958.75,2263.0,1672.25
los1,2015-06-20,0.31038026959398507,12.470886115973657,0.13445852004077874,0.1459956473200641,0.05117761031217425,0.1816922600695996,17.558710481863695,0.118417,0.44800512972114487,0.3842513910668832,0.07529214175043229,-0.08384903488833838,0.1818954185487575,0.3555196858333334,0.047150254166666676,-0.19554802916666666,148.05880663310396,155.84239745004308,135.11834528418723,164.73238805644743,134.48958921051008,128.0603193586701,675.4166666666666,945.5,1103.4166666666667,2096.8333333333335,2480.5,1892.5
los1,2015-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los1,2015-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los1,2015-07-13,0.31230214474334955,16.458145358809563,0.186314880124418,0.16593431103793885,0.08884284698015842,0.1842420421277329,17.780578870777788,0.11547199999999998,0.4763437629870335,0.39904979324700535,0.09126336740073533,-0.09910660775860342,0.1794322113961417,0.35679850416666664,0.05209795333333334,-0.19624738666666666,145.0700702919514,151.3555946947803,132.06500550139296,159.08822628098002,131.60862631327964,125.97498379552586,628.0,920.1666666666666,1114.5,2126.9166666666665,2594.5833333333335,1779.5
los1,2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
