Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,NA_pct
Mid Weiss K,2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-11-13,0.2263171309107472,17.71649126257735,0.16378468388433248,0.20654646670294632,-0.13596665608238306,0.10854182429418197,10.983243084723677,0.04802033333333332,0.5689179258185474,0.48683704922551796,0.12876621436201152,-0.29307021314705406,0.10519400539052083,0.30310719829629623,0.012898140160493829,-0.22788331998765443,163.7897408047618,162.7965894234399,155.1125195809371,162.91056230358348,154.30035561745376,152.49175188671543,571.9561728395062,732.6833333333333,920.3962962962963,1457.2265432098766,2644.963580246914,1903.0148148148148,0.012195121951219513
Mid Weiss K,2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-12-20,0.21368539816929485,17.868197395126877,0.16032648217552342,0.19154477212034096,-0.12357480012841388,0.10278362933617512,10.392309196877093,0.04649682461538461,0.5395626142792241,0.4642396693034509,0.1182108540988451,-0.2782761922218608,0.10029877575527306,0.30042504121846153,0.010804744313846159,-0.21622520530461564,161.60546005628171,162.49641850512435,155.54332840068005,164.19274530071107,155.32141394078437,153.30893780714715,593.2221538461539,764.2541538461538,936.0221538461539,1444.9987692307693,2542.7464615384615,1842.344,0.009146341463414634
Mid Weiss K,2018-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2019-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2019-01-12,0.23843632119954733,20.241748354263137,0.19177218796907228,0.0813530655697605,0.16550960971923684,0.12911279730690395,12.678267806522317,0.04813199999999999,0.4010783068147188,0.2545839042733036,0.17581344989447503,-0.024437312392377418,0.11382296810729436,0.300078555,0.03725672,-0.12931865,142.82955982690106,141.29720289078278,135.59901169995442,142.28833912234933,136.23568329418518,136.6758329757788,521.0,810.0,1125.0,1800.5,1921.5,1312.0,0.998780487804878
Mid Weiss K,2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mid Weiss K,2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
