Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,FMASK,SZA,SAA,VZA,VAA,maskcov_pct,ATSA
FE-30,2022-02-14,0.1597522841679188,15.32780326563931,0.118293665516487,0.1113422879008879,-0.0556224988170758,0.1108448998009267,10.479964949641465,0.0326219999999999,0.4380599925306105,0.323597506902876,0.1705117149927177,-0.1727790453639448,0.1068205436877075,0.49515004,0.014055365,-0.28435803,139.7103853518205,138.79860036795822,138.3660836996291,140.7929588700262,140.77727803130722,143.8535967554273,967.0,1382.5,1808.0,2495.5,3538.0,2789.5,,,,,,,
FE-30,2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-19,0.157816837529309,15.22017942206027,0.1168471780569115,0.1123341840832273,-0.059972280965191,0.0961266699402292,9.227218457411452,0.027144,0.4333979598339569,0.3244160367614845,0.1637212995873677,-0.1755890567564431,0.0902635119380389,0.39452088,0.0102111,-0.227261875,141.3680034459095,143.00745953466634,144.26384432847664,146.8510962257893,147.41706775494953,149.99641546032075,756.5,1115.5,1439.5,1979.0,2822.0,2231.5,,,,,,,
FE-30,2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-03-26,0.1660383265413913,13.995987696999016,0.1084580400279874,0.1227899353314015,-0.0834343767773623,0.1145485208150226,10.834605784026984,0.0387839999999999,0.4535708739982315,0.3453052136555244,0.1627352704076268,-0.1901711668202673,0.1110197965741139,0.4988402500000001,0.0129180449999999,-0.30219014,141.40760734025588,141.33320161499358,140.20350858087266,143.86991236828231,142.51630436629253,144.75258039786576,962.0,1371.5,1775.5,2482.5,3648.5,2934.5,,,,,,,
FE-30,2022-03-27,0.1660743181652939,13.91319390846181,0.1077557574089366,0.1210980529816677,-0.0804120281788218,0.1119278328493084,10.60731813496024,0.0373439999999999,0.4502980961807849,0.3420281804572703,0.1622851069215475,-0.1865508521969245,0.1085075100465294,0.4769350400000001,0.0124699499999999,-0.286666215,142.4418288201762,142.2709006279594,141.2082448067552,144.586213499253,143.37533220528607,145.56669472764696,930.0,1315.0,1701.0,2378.5,3469.5,2794.5,,,,,,,
FE-30,2022-04-01,0.1717138000982551,14.69897667403985,0.1160300072877874,0.1311598132639678,-0.0805308728770106,0.1185371673336512,11.211349678995935,0.032478,0.4811599868055677,0.3545979807159037,0.187185691584326,-0.1947409391546905,0.1099747575026097,0.495801205,0.0183011,-0.30797794,140.16325980703053,138.42247285521302,137.92614955372653,139.8245453308597,140.16913779199388,143.61468957878827,860.0,1298.0,1765.5,2497.5,3705.5,2935.0,,,,,,,
FE-30,2022-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-04,0.1736086888357431,13.02038639424914,0.1018743718692184,0.119855421018517,-0.0795828292601653,0.1181576118063827,11.188016700410248,0.04119,0.4547148600928711,0.3428887478346204,0.1647502169160689,-0.1799969153616039,0.1141143215252166,0.483644605,0.0155428049999999,-0.29175629,142.64967041382437,141.98158037127783,140.03895070389314,143.8986518915655,141.89681019972613,143.87271189551774,925.0,1314.5,1716.0,2437.0,3507.0,2858.5,,,,,,,
FE-30,2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-04-27,0.1736828274877513,13.83068842392774,0.1089228975463976,0.1100626465895687,-0.0558595775511783,0.1254467483686728,11.835329370753664,0.0493679999999999,0.4357297965993635,0.3281341023845411,0.1570586578064786,-0.1637860550432625,0.1220595397672345,0.5340792750000001,0.0190514449999999,-0.3079766,138.08941265035514,138.5546282524008,135.69643516727385,141.95743660112376,138.1186238230353,139.62189630846308,1029.0,1490.5,1918.5,2725.0,3792.5,3047.5,,,,,,,
FE-30,2022-04-28,0.1715813915122505,13.343764954015292,0.1041869496142174,0.1082058576765679,-0.0616858329712923,0.1232610130563189,11.6315028926216,0.044826,0.4391889126856657,0.3271417513358711,0.163633396832143,-0.1648131734361544,0.1205344094249561,0.529103395,0.017880855,-0.306828455,140.31866724619533,139.32618658690257,136.68811591147912,141.25684173896482,138.58209280471806,140.6039778267061,1034.5,1463.0,1903.5,2692.0,3754.5,3046.0,,,,,,,
FE-30,2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE-30,2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
