Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,NA_pct
E Weiss-SE,2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-11-13,0.2076921321262926,17.75546154929278,0.15739104033280638,0.19423960271860555,-0.1206863158309183,0.10877042298444405,10.767731731606183,0.044886761584956344,0.5433982920916096,0.4541589605322467,0.1393308709310225,-0.27284862509443447,0.10482871042975107,0.34293965497649426,0.012283281484217602,-0.24516006026192078,156.79692055943954,156.85673749148904,151.6764490923722,158.22752766093933,151.97324382851644,151.27584342539618,643.9039623908664,862.6084620550705,1092.9167226326394,1654.1309603760913,2884.4452652787104,2104.689053055742,0.006008010680907877
E Weiss-SE,2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-11-23,0.24961693151032657,10.84270128510687,0.09964374486922736,0.07006653830941015,-0.020090899500663298,0.06349039385754245,7.971720858545095,0.016296380952380948,0.5251633455774497,0.3579325326668335,0.20493577536318464,-0.11945290000182307,0.054001245358415495,0.11348482793650795,0.012516253174603177,-0.06856817507936509,165.68678409039293,164.060915001084,162.61638501745725,163.55107023733083,162.69123301514543,163.37068336661946,154.82539682539684,258.46031746031747,389.76190476190476,645.1746031746031,818.2857142857143,670.5079365079365,0.9579439252336449
E Weiss-SE,2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-12-08,0.2709308372334893,18.051723503660376,0.18671963677639047,0.05003844931119743,0.2607686355429456,0.1766900293918155,16.80208119243851,0.07906799999999996,0.37656352863726134,0.19725164614944174,0.18617021276595744,0.07783902976846747,0.17247657827655838,0.37112742000000004,0.06512498,-0.12585311000000002,154.8792757142388,138.074869454311,121.84075772714557,130.1548313404852,118.45806522881769,118.15304310222446,767.0,947.0,1402.0,2444.0,2091.0,1433.0,0.9993324432576769
E Weiss-SE,2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-12-20,0.19023450042512688,18.151835672660656,0.15469385313629486,0.1803428673554254,-0.11547928220952751,0.09924364233038102,9.831854396940246,0.042981683646112594,0.5097370583968769,0.43341735077058074,0.1214283134743062,-0.2654206209317193,0.0969097058866452,0.3370054240214478,0.007981737412868638,-0.2318760323391421,154.55077189781423,157.4988735251221,153.34430422565285,161.4385408336157,154.5832618168067,153.41478381611688,671.382707774799,900.9671581769437,1096.6588471849866,1607.142091152815,2762.981233243968,2026.3076407506703,0.004005340453938585
E Weiss-SE,2018-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-01-12,0.26481969563553376,18.216356639085507,0.18496773244404574,0.07385365906714088,0.195826538837088,0.15034970738091713,14.642645062435479,0.05962666666666668,0.4217207396877313,0.2505163333528093,0.1864482700314426,0.011693693023645823,0.130995238347899,0.32057230222222227,0.04988381000000001,-0.1285268411111111,138.3956462414125,136.1431844223347,128.40103894537734,137.41986347765373,129.04232115233444,129.41756825046295,499.3333333333333,836.5555555555555,1207.6666666666667,2023.7777777777778,1968.2222222222222,1354.888888888889,0.9939919893190922
E Weiss-SE,2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-04-07,0.19968379995601865,16.28233349391912,0.1398220492750678,0.19224580933502225,-0.13982587589860834,0.11025403620530438,10.784390191737982,0.0535691748818366,0.5178814215538273,0.4488774825670915,0.11042356985662631,-0.2742627970432618,0.10920785252253352,0.37501446802160704,0.008292384206617157,-0.2674722433828494,153.2182597322135,157.8938754645529,152.26240235102804,163.45735158471027,153.636515175282,151.49610996706102,736.1039837947333,993.2619851451722,1189.1262660364619,1773.320729237002,3107.236326806212,2349.643484132343,0.011348464619492658
E Weiss-SE,2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
E Weiss-SE,2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
