"year","vegtype","siteno","growthform","plot","g.m2","season","shape","radius_m","lat","long"
2015,"wbs",1,"forb",18,0.300000000000001,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",50,2.9,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",69,1,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",125,5.9,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",150,28.5,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",158,5.5,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",159,7.5,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",167,2.9,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",176,13.9,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"forb",189,4.9,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",18,36.6,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",50,21.6,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",69,14.6,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",125,41.7,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",150,39.2,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",158,23.6,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",159,44.2,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",167,162.4,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",176,45.7,"peak.production","circular",60,43.168158005,-116.7130521
2015,"wbs",1,"grass",189,23.3,"peak.production","circular",60,43.168158005,-116.7130521
2015,"los",1,"forb",235,0.5,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",254,4.8,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",275,16.9,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",302,1.8,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",350,72.5,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",359,1.1,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",378,0.300000000000001,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",406,6.4,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"forb",431,4,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",235,16,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",254,12.9,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",257,10.5,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",275,45.3,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",302,30.6,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",350,29.9,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",359,24.7,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",378,46.3,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",406,81.1,"peak.production","circular",60,43.14323135,-116.7361871
2015,"los",1,"grass",431,19.1,"peak.production","circular",60,43.14323135,-116.7361871
2015,"mbs",1,"forb",125,53.9,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",130,35.3,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",146,49.2,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",150,135,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",167,48,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",176,82.8,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",235,71.8,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",243,77.2,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",254,108.4,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"forb",275,32.2,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",125,9.8,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",130,11.2,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",140,1.3,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",146,8.4,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",150,13.8,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",167,12.8,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",176,14.4,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",235,21.2,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",243,32.3,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",254,10.9,"peak.production","circular",60,43.064119139,-116.7489159
2015,"mbs",1,"grass",275,12.3,"peak.production","circular",60,43.064119139,-116.7489159
2016,"wbs",1,"forb",1,5.46,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",2,6.98,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",3,3.76,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",4,1.25,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",5,17.88,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",6,1.04,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",7,3.12,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",8,6.27,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",9,10.43,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"forb",10,8.54,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",1,24.8,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",2,108.78,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",3,27.48,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",4,33.04,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",5,24.98,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",6,291.21,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",7,16.88,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",8,14.67,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",9,69.81,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",1,"grass",10,24.05,"peak.production","circular",60,43.168158005,-116.7130521
2016,"wbs",2,"forb",1,2.6,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",2,4.45,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",3,3.54,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",4,11.97,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",5,4.64,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",6,7.8,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",7,5.01,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",8,8.92,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",9,8.36,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"forb",10,7.73,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",1,23.42,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",2,29.81,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",3,30.6,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",4,110.28,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",5,12.09,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",6,67.62,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",7,44.98,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",8,26.34,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",9,28.19,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",2,"grass",10,12.63,"peak.production","circular",60,43.170171842,-116.7223203
2016,"wbs",3,"forb",1,6.33,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",2,13.26,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",3,11.3,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",5,9.88,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",6,14.61,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",7,4.59,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",8,35.96,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",9,6.13,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"forb",10,0.84,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",1,8.75,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",2,14.04,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",3,31.78,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",4,24.63,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",5,53.18,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",6,19.36,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",7,75.54,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",8,21.91,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",9,37.39,"peak.production","circular",60,43.17160272,-116.7223271
2016,"wbs",3,"grass",10,22.14,"peak.production","circular",60,43.17160272,-116.7223271
2016,"los",1,"forb",1,24.66,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",2,43.02,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",3,17.81,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",4,38.62,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",5,32.65,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",6,0.610000000000001,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",7,2.74,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",8,21.39,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",9,13.48,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"forb",10,0.73,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",1,19.38,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",2,156.06,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",3,22.94,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",4,12.24,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",5,15.34,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",6,33.6,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",7,16.21,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",8,32.93,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",9,42.62,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",1,"grass",10,25.7,"peak.production","circular",60,43.14323135,-116.7361871
2016,"los",2,"forb",1,32.37,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",2,29.57,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",3,36.66,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",4,18.17,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",5,51.98,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",6,15.14,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",7,3.61,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",8,10.64,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",9,47.52,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"forb",10,13.47,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",1,7.46,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",2,96.06,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",3,83.17,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",4,5.52,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",5,56.96,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",6,106.56,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",7,35.61,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",8,47.35,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",9,70.79,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",2,"grass",10,10.14,"peak.production","circular",60,43.127015833,-116.7368355
2016,"los",3,"forb",1,47.72,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",2,45.15,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",3,32.07,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",4,137.24,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",5,82.698,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",6,15.98,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",7,7.1,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",8,6.5,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",9,43.33,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"forb",10,71.76,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",1,113.99,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",2,23.87,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",3,19.53,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",4,72.53,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",5,45.11,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",6,17.01,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",7,43.7,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",8,21.99,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",9,9.34000000000001,"peak.production","circular",60,43.128021228,-116.7388411
2016,"los",3,"grass",10,85.41,"peak.production","circular",60,43.128021228,-116.7388411
2016,"mbs",1,"forb",1,131.94,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",2,61.91,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",3,83.33,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",4,186.93,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",5,59.9,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",6,49.21,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",7,65.3,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",8,55.9,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",9,103.46,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"forb",10,113.89,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",1,17.4,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",2,13.7,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",3,3.67,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",4,41.26,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",5,22.19,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",6,7.97,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",7,37.74,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",8,2.95,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",9,3.46,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",1,"grass",10,13.54,"peak.production","circular",60,43.064119139,-116.7489159
2016,"mbs",2,"forb",1,28.34,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",2,139.47,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",3,170.69,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",4,101.63,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",5,197.63,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",6,80.97,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",7,33.3,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",8,2.46,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",9,29.6,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"forb",10,38.26,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",1,26.49,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",2,17.03,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",3,3.85,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",4,62.14,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",5,26.65,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",7,9.85,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",9,8.83,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",2,"grass",10,6.36,"peak.production","circular",60,43.072781143,-116.7701807
2016,"mbs",3,"forb",1,53.56,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",2,119.46,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",3,35.28,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",4,53.54,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",5,244.04,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",6,22.12,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",7,18.38,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",8,1,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"forb",10,33.12,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",1,2.44,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",2,25.01,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",3,70.15,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",4,37.13,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",5,2.68,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",6,0.92,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",7,31.67,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",8,5.49,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",9,19.27,"peak.production","circular",60,43.071059894,-116.769988
2016,"mbs",3,"grass",10,4.11,"peak.production","circular",60,43.071059894,-116.769988
2017,"wbs",1,"forb",11,2.79,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",12,8.77,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",13,6.6,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",14,5.68,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",15,6.45,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",16,16.91,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",17,1.21,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",18,3.05,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",19,3.87,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"forb",20,2.29,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",11,13.64,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",12,8.25000000000001,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",13,12.17,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",14,9.63,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",15,12.21,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",16,17.57,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",17,15.5,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",18,17.89,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",19,5.93,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",1,"grass",20,6.85,"peak.production","circular",60,43.168158005,-116.7130521
2017,"wbs",2,"forb",12,13.91,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"forb",13,13.37,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"forb",14,18.36,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"forb",15,6.86,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"forb",16,3.15,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"forb",17,7.87,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"forb",18,15.01,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"forb",20,5.83,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",12,6.21,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",13,3.93,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",14,3.05,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",15,12.16,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",16,7.97,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",17,10.08,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",18,13.98,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",2,"grass",20,37.02,"peak.production","circular",60,43.170171842,-116.7223203
2017,"wbs",3,"forb",11,18.6,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",12,33.11,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",13,29.37,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",14,18.32,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",15,16.12,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",17,5.51,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",18,2.58,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",19,33.31,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"forb",20,6.97,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",11,18.1,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",12,13.41,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",13,5.27,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",14,57.83,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",15,1.68,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",17,12,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",18,15.04,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",19,40.85,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",3,"grass",20,13.19,"peak.production","circular",60,43.17160272,-116.7223271
2017,"wbs",4,"forb",11,6.22,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",12,27.05,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",13,0.639999999999999,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",14,14.96,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",16,8.5,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",17,7.22,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",18,6.67,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",19,0.419999999999998,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"forb",20,0.959999999999999,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",11,20.46,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",12,21.52,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",13,16,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",14,12.58,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",16,26.57,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",17,6.66,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",18,6.49,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",19,5.78,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",4,"grass",20,11.02,"peak.production","circular",60,43.170576769,-116.7170546
2017,"wbs",5,"forb",11,59.47,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",12,3.21,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",13,3.79,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",14,7.23,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",15,2.64,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",16,1.92,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",17,3.18,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",18,1.99,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",19,5.24,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"forb",20,0.109999999999999,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"grass",11,33.3,"peak.production","circular",60,43.172316258,-116.7162871
2017,"wbs",5,"grass",12,13.69,"peak.production","circular",60,43.172316258,-116.7162871
