ID,Pasture,Treatment,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,long,lat,PP_g,ID_yr,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,CPER_2022,OLS_2022,OLS,LASSO,PLS,PCR,SVR,RF,GBR,kfold
7,N,IMP,2020-12-09,2020-12-09,2020,12,19.0,23.33333333,692.0,-81.1804,27.1431,17.3,7_2020,0.7399001101264269,7.2405605065251475,0.3196481025482491,0.2761406436219831,0.4452981919121951,0.4299363866444146,41.61929914476082,0.3538885750377578,0.5977003694881674,0.6654999039388573,-0.037884436299969,0.1466317397193287,0.4425542131208569,0.2962835917227537,0.1643822742099083,-0.1359614308746949,146.6864956363386,174.16763095060654,104.16829990594586,201.3085526364601,101.0190644359434,92.14467951694373,266.2897522907813,516.8228083238023,412.21760033919554,2756.4548405625223,2049.5067912418654,1055.5030358455072,1643.1821665531636,1709.8956437120132,2086.2874942075896,1912.5742068736952,1988.3790603284915,1978.6815546365278,2275.6971253983475,2485.108,2286.2771185021606,kfold8
7,N,IMP,2020-10-15,2020-10-15,2020,10,45.0,50.66666667,2808.0,-81.1804,27.1431,70.2,7_2020,0.7496210591155474,7.309873234664311,0.3456200905268073,0.282029206379041,0.5034665377888388,0.4763215444330895,45.584726527715794,0.4258862142915843,0.5647481121122344,0.6504411017567009,-0.0438019230470127,0.1940243554230368,0.4961084546232416,0.3353105870640444,0.1992559691559881,-0.1319441441923965,138.1232846718054,170.28850948510595,95.76333181654287,206.012649736442,93.16690113974173,85.08107461705849,271.8831439572332,609.5888883459365,461.8347205606584,3259.31086026261,2165.0087231865086,1048.4433127129982,1026.8166284801937,1944.7092934862078,2000.499328143931,2157.848701549836,2163.4487670532167,2174.156560091016,2491.109204894251,2953.8121666666666,2618.287658145175,kfold8
7,N,IMP,2020-08-13,2020-08-13,2020,8,66.0,68.66666667,2372.0,-81.1804,27.1431,59.3,7_2020,0.8299061332468277,5.440174900334932,0.4153025568698494,0.3123358444090728,0.6717135250913153,0.6427866580456599,60.61402902602552,0.692932120969947,0.4815014678529063,0.6744650794376578,-0.0733445819775364,0.3562065545421606,0.7200039842935604,0.4394434175232694,0.3233519597421592,-0.1075654750600723,123.03339365052726,172.05974428438032,72.25215128685525,227.63025002361752,70.38810215386118,64.44783739081966,295.49508484619184,811.1877756984187,453.1015826377578,4877.203491335563,2321.489352513687,960.675379561852,283.88329106692345,3898.156679331134,2916.0975475455753,2604.001503045637,1510.4813470215452,3305.4393021768124,2310.0706436889423,4296.677380952382,3910.233114246829,kfold8
7,N,IMP,2020-06-11,2020-06-11,2020,6,49.0,49.33333333,3288.0,-81.1804,27.1431,82.2,7_2020,0.750331778257048,7.125627617054336,0.3539907963878884,0.2917167359025677,0.5233212292571938,0.5290986553221835,50.23873314654198,0.521900050765616,0.5303530274135403,0.6487674966436359,-0.0454972355491119,0.2313772824634473,0.57724680425106,0.3864954911037676,0.243910510280977,-0.1337529219295479,134.84267909919143,171.61037405928448,88.74827595012982,211.3976205798513,86.34276671563288,79.1540832181551,324.6191364259299,705.7020772970532,502.4740123384513,3906.61618339452,2319.537528949069,1129.9425895766394,546.5687190643905,2105.87122346369,1963.561365564671,1887.8302111214052,1907.1466757302537,2330.4764234089494,2521.7558177215005,1680.1042380952383,1305.4873430660307,kfold8
7,N,IMP,2020-03-25,2020-03-25,2020,3,,27,2060.0,-81.1804,27.1431,51.5,7_2020,0.7720061495145641,6.557032216053383,0.3412483449465865,0.3015901940996794,0.5013356143476049,0.4986532338931994,47.48315247262603,0.4479706878948459,0.5779425851187232,0.6802305882386354,-0.0522128126315738,0.1935962551020659,0.5428251739423176,0.3444112177899937,0.206464153454702,-0.1417991528402505,143.84682122687423,178.2099996136472,94.31162798500011,210.91921478439943,91.2548116657376,83.31124891277577,331.02462600369955,604.8403344083084,430.4256863070032,3352.3840390225746,2261.7927224014543,1111.7514692285845,860.2699195697074,1728.1619332196599,1968.9927561401014,1763.3192918163502,1556.7199522645992,1715.0345036025574,1675.762086699343,1807.574666666666,1630.4840092643724,kfold8
8,P,IMP,2020-12-09,2020-12-09,2020,12,20.0,23.33333333,1264.0,-81.1739,27.1432,31.6,8_2020,0.6135309922500921,10.84495275477882,0.2927787998963043,0.2874231122439972,0.2981510460455274,0.3626195058574646,34.98656183750549,0.2834569958715202,0.6226553836664461,0.6099128971236152,0.0097268922532975,0.0059950221225945,0.3635874055990213,0.3314327464168853,0.1340935533407265,-0.188425685300016,149.4668426578777,166.0463078995029,111.47127379266398,183.44329563167264,108.40939677150202,100.1207715470914,356.5828263687871,603.4108492746049,628.6996420941505,2624.547194534215,2593.076286886828,1417.5254143073475,1802.0788429618306,1903.3605885316451,2013.0168140323694,2131.2260248491957,2148.9233273409504,2142.4979570447745,2732.2594822639494,2521.2395238095237,2528.183854816666,kfold9
8,P,IMP,2020-10-15,2020-10-15,2020,10,73.0,77.33333333,4256.0,-81.1739,27.1432,106.4,8_2020,0.7093588206289689,8.498592491516776,0.3511065417455143,0.2888916016527261,0.4779543876037618,0.480822931578129,45.75898234360771,0.451844578457038,0.5508261805363366,0.6254979196628729,-0.0296230912971047,0.1713720693015714,0.5045442374145792,0.370321096739092,0.2125078883695331,-0.1451518230566895,135.4268510192682,166.19937431629052,94.06948874813236,203.41954204530697,91.728357633881,84.33594543226043,305.4956545030318,692.8979531797389,553.4368839474731,3540.163631564171,2391.3157864422874,1161.6053364553622,766.7816479299788,1970.9976492048943,1952.730872238006,2158.9673028996203,2186.196485652498,2666.8441661533334,2758.9082392089877,3154.403666666667,2457.697234098425,kfold9
8,P,IMP,2020-08-13,2020-08-13,2020,8,80.0,82.66666667,3588.0,-81.1739,27.1432,89.7,8_2020,0.8294178537457843,5.540330878497239,0.422194489238641,0.2938291162528984,0.6734148592373104,0.6042034388047891,57.01006143722816,0.6085639767613906,0.5062446909150249,0.6740209027329859,-0.0647388242688563,0.3502869938510403,0.6543118118647478,0.3883983093091925,0.2881826740642159,-0.0971985530304186,127.0718194530297,170.62289680794152,77.58736759342736,220.30546688179388,75.465976595748,69.02484133630341,236.50759089937392,684.6727437109305,403.6949735043726,4325.441116623592,2081.7903859079306,844.0707792493288,419.06933459193453,3258.631255261876,2898.3073538472886,3200.7032017271417,2489.5543574562084,3177.3899816807493,2928.8934455853123,4630.250047619048,3577.831926730223,kfold9
8,P,IMP,2020-06-11,2020-06-11,2020,6,42.0,42.33333333,1912.0,-81.1739,27.1432,47.8,8_2020,0.7468701297884424,7.331107462948138,0.3554603037203577,0.2896001122150983,0.5418273576962552,0.5466020873387064,51.75156487337748,0.5518417265072832,0.5203665594604039,0.6265261185347653,-0.0424427557503227,0.2505414525202838,0.602385745952847,0.4099781211685914,0.2600177033888554,-0.133488992053588,132.82320515012535,169.84832946118746,84.97124801935837,211.6177623484113,82.70928157968994,75.9836040674278,355.9759118664808,753.8463264479656,553.9430530838217,4169.615385462132,2393.235974526124,1155.8175275521248,443.43928796428,2339.214283632394,2119.2985430411336,2389.9547419608407,2466.9986720980896,2374.513855324605,3051.288311485896,2235.573166666667,1657.8115009278936,kfold9
8,P,IMP,2020-03-25,2020-03-25,2020,3,,27,2312.0,-81.1739,27.1432,57.8,8_2020,0.8157870104059038,5.7219039689575775,0.3607065292283344,0.3028336090985334,0.5727469591826256,0.5462626493066235,51.83673771968396,0.5154289361517892,0.5379148026603245,0.6963893363104149,-0.0757064459623526,0.2634809321597788,0.60750100325518,0.3585677761886684,0.2350364622874605,-0.1255274460888348,137.65123462173784,180.7721447507876,87.69539397238151,220.671680731066,84.92778331493992,76.92120467000274,328.24695344394047,651.2097876893012,390.36984148907896,3687.160845270707,2175.6849357431915,1023.5369689197692,627.6095035005011,1907.688363770214,1949.2883285015464,1545.0836894902175,1129.9857707627593,1524.2315571744593,875.2449270461038,1572.4919999999997,1373.2367903133486,kfold9
