id,year,Lat,long,date_median,forb_kg_ha,grass_kg_ha,litter_kg_ha,pasture,season,low,high,shape,radius_m,herb_kg_ha,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,Year,CPER_2022,OLS_2022,OLS,LASSO,PLS,PCR,SVR,RF,GBR,kfold
mbs4,2017,43.073200952,-116.761991,2017-08-07,300.28,202.35,633.26,mbs,peak production,,,circular,60,502.63,0.4934794656397655,11.545725801152187,0.2055679032772941,0.212173028743314,0.1875946451207083,0.2752945105359057,26.855903662008444,0.1959746242820325,0.5558977743213916,0.5080366689444858,0.043107116048428,-0.0182074214740269,0.2666170753406179,0.309717124270061,0.0919195675488313,-0.1750573799584037,148.94720946068443,160.57083729680517,123.03313826312986,173.2032187622955,120.78300722128506,112.63656003688448,398.7724084438994,653.497193696068,747.3426343063826,2209.9434191483388,2288.6125275326463,1508.705014292622,2017,2490.317041287363,282.04395769314857,187.06785505997993,200.56192339241463,142.41132283122366,140.62775594807044,189.54046752835794,150.20294999999984,128.2894243060723,2017.0
mbs5,2017,43.07346037,-116.7602584,2017-08-09,244.02,175.74,523.61,mbs,peak production,,,circular,60,419.76,0.4799114310889793,12.392105473996114,0.2146593859970379,0.2061249838966485,0.1949780925836748,0.2651263122789151,25.916055412710588,0.1853896936312863,0.5498000025660092,0.4955915549784102,0.0489352568921031,-0.0202960869319338,0.2556239630523472,0.3042791042829103,0.0881189363674953,-0.1688836798718441,148.97141643239075,159.5349168333358,123.83018277078918,171.06967653817406,121.60944794611818,113.58534891555074,401.3351423225889,651.5537632041866,755.9813200105524,2156.5396012124925,2241.712998660101,1449.837653065394,2017,2940.3913083555244,402.4535082989346,189.5562236515369,248.16756033062967,139.79735277946057,137.21590590294636,212.95756505725197,154.2801499999998,127.83908352713928,2017.0
wbs1,2017,43.168158005,-116.7130521,2017-06-07,116.35,134.72,416.63,wbs,peak production,,,circular,60,251.07,0.3101034323141091,12.716178214402964,0.1390351365747895,0.1520978557132853,0.0484829434580869,0.1869614261363688,17.98450960295713,0.1132758269341139,0.4818617298934878,0.3904098201936035,0.106846386750619,-0.0911054439852766,0.1837365432382562,0.3746963928652239,0.0517254820044988,-0.2127165386449728,150.0733075511383,152.35869578367527,132.87839819285043,155.9496256289489,131.55079657633885,126.79192007080816,671.3321952602195,934.5757693149716,1172.7151612114376,2217.337189475068,2668.503789065856,2026.8885672792169,2017,1667.8520827755099,149.87386147945443,114.88250775024518,110.70566455840635,86.40807012047824,86.4323845061604,126.19999961720103,154.20245,109.76832591090403,2017.0
wbs2,2017,43.170171842,-116.7223203,2017-06-08,148.44,145.64,255.92,wbs,peak production,,,circular,60,294.08,0.2996268376749071,12.086025096230536,0.1269703789110859,0.1505890480213995,0.0223446429786284,0.177132814046969,17.093606397004095,0.103544580172872,0.4856734880204966,0.3922083900709677,0.1116071313140508,-0.1049426373174909,0.1735807946101097,0.3648366583789302,0.0463821745425232,-0.2126735181530026,151.7890777319697,153.39194455612426,135.5358742633248,156.26116671539134,134.23282860525268,129.79138093212993,657.5020972724913,907.5336423964372,1145.0209508398016,2121.3584528539477,2619.5057340510266,2032.0076615857372,2017,1681.4809086787152,122.46605562655333,84.09734483037167,99.95399511079214,84.35855419038377,84.40838781950106,109.6523028549772,129.80644999999996,97.20589336254896,2017.0
wbs3,2017,43.17160272,-116.7223271,2017-06-08,138.29,171.85,343.85,wbs,peak production,,,circular,60,310.14,0.2854982985887541,12.068206685409123,0.1224985785762109,0.1409255385110344,0.0182841158034164,0.1665300017525555,16.109650483846718,0.093262654756511,0.4755384245351505,0.3786368941638918,0.1175550936754246,-0.1044619148678206,0.161868112497429,0.3567811542354737,0.0421056038271882,-0.2052535274506649,151.07862293789762,152.52925853372685,136.8994351342144,155.31784453779358,135.9204125019414,131.98457582429936,648.3258584096842,901.7490702592444,1144.1623929842792,2054.4341506343944,2534.6731842550985,1984.773997146462,2017,1868.70276882131,134.7570675378097,78.04105149011757,103.73371496762374,82.66890514072864,82.57978182860464,100.70743499050005,101.16745000000004,90.81610634714824,2017.0
wbs4,2017,43.170576769,-116.7170546,2017-06-08,122.75,163.51,416.61,wbs,peak production,,,circular,60,286.26,0.2857047778124448,12.391355131513182,0.1269280793714668,0.141628985217954,0.0259005385087772,0.1721376214554144,16.565597910612844,0.0983257708459826,0.4735915229152763,0.376299978341494,0.1178511139641676,-0.1013595701865865,0.167986900914536,0.3783043056573956,0.0447896374899592,-0.2156927405302141,149.4259878461861,150.9490507328414,134.8867937724327,153.94374196946475,133.97543600216588,130.09635607913248,687.5817448325704,960.072286770148,1218.6924518074552,2181.682150361641,2679.972014039378,2086.145719403719,2017,1605.1047804622422,135.84248624101346,89.46236808725867,99.46737095011933,80.98732269836268,81.27507762980042,103.34999766847548,120.93319999999994,101.20365211241152,2017.0
wbs5,2017,43.172316258,-116.7162871,2017-06-07,119.75,158.27,371.87,wbs,peak production,,,circular,60,278.02,0.2851018509533366,12.420347773700431,0.1269019133322142,0.1457469608664788,0.0176824259011594,0.1711557954416487,16.479287787181114,0.096726836919734,0.4814518505216985,0.3827398895079788,0.1202678330407618,-0.1094832251828447,0.1668347762304106,0.3767743169685817,0.0441078990496537,-0.2187550232284466,150.31175918739382,151.34975476658704,135.4773491879134,153.87771661559515,134.47136465618473,130.70574201429758,680.1480662213087,946.4649864446616,1207.687116721342,2162.3919031303435,2698.913864909554,2099.663621933866,2017,1583.2967951919652,126.60698998418577,90.8231246556868,99.0578371369882,80.73745656222455,80.9728049394294,107.22735955247268,117.24099999999993,98.42763514517763,2017.0
los1,2018,43.14323135,-116.7361871,2018-06-27,135.43,55.25,298.72,los,peak production,,,circular,60,190.68,0.3613140181706147,12.856845899315358,0.1627948640906463,0.1694361130675539,0.0947378683460993,0.2120028198387279,20.48830814144339,0.1444410127484788,0.481880514525541,0.4210548133887276,0.0680831244352265,-0.0682031221228402,0.209756812940855,0.3533111307451765,0.0622983868808173,-0.1965419726459556,147.17489387222338,156.02348565607605,130.3877897741003,166.2293685975467,129.31682848791954,122.49280349386508,606.1787268994943,885.0195264268199,1033.2669079580317,2196.9308264812803,2522.843168776651,1828.5151588935328,2018,1858.9323140441502,167.84947870905043,150.20868604514922,136.71537797549416,118.77751597758072,117.0568462188149,133.02212932334658,145.3363499999998,139.8957528354399,2018.0
los2,2018,43.127015833,-116.7368355,2018-06-26,55.72,96.18,147.02,los,peak production,,,circular,60,151.9,0.4199333577120518,12.535850224933,0.1822765888962076,0.1962365321880573,0.1260489610091311,0.242207570148372,23.480402264529594,0.1759322472214753,0.5046307408935848,0.4662886137855656,0.039048938865948,-0.0574115423311145,0.2440704692121725,0.3403744567440652,0.0746054205625168,-0.1923834605991709,148.98353815891775,161.3080686333942,127.65912902681944,174.67202144291346,125.86890468632603,117.43899694750118,561.8209414125203,819.8735189443606,905.9661201700897,2220.9848216470964,2485.280873858688,1720.088250325659,2018,1779.0668273473557,118.67833667772847,167.8902509963043,121.14173507564226,121.88565592488649,123.4512273161138,118.09449929752833,137.11114999999967,116.18656365052624,2018.0
los3,2018,43.128021228,-116.7388411,2018-06-26,58.59,97.97,133.25,los,peak production,,,circular,60,156.56,0.4389374398501275,12.361019458044812,0.1903022729726776,0.1994766258063101,0.1594106760392674,0.264630751594899,25.45723385713512,0.1966318878169326,0.5096557993778263,0.4645880350372071,0.0439088618244658,-0.0314748645407822,0.2654538060779344,0.3575487882016554,0.0878797196142145,-0.195413831156808,146.79682659708666,158.6437813377219,122.64665841070394,171.98762051479622,120.73437713688124,112.7985582000755,555.6502638790719,835.8131220556917,940.5739698490784,2419.564109242835,2569.6423595850447,1750.0492738167247,2018,1651.5405578140796,148.72667672688857,198.43725916199776,142.57544473685022,129.7992747475029,137.71768530109267,166.63137301894366,203.95810000000026,124.92275340109155,2018.0
los4,2018,43.124853241,-116.7540157,2018-06-25,49.15,92.58,94.29,los,peak production,,,circular,60,141.73,0.3923692504415898,11.553927641419907,0.153720511690009,0.1759021068533747,0.1019632594185099,0.229901610022421,22.21715084515711,0.1583799011226948,0.5000000861692356,0.4362396538561137,0.0663769153502408,-0.0523660887755391,0.2252756570795861,0.3466017289339647,0.0707786996307868,-0.1954891160758478,147.57756476836653,156.5254427940484,128.12925723050435,166.71187413199402,126.68697120132646,119.5588354757558,547.1568268187141,825.9615994824642,972.6462320776236,2231.415008518871,2476.2019487037223,1818.8783881475008,2018,1814.065506981196,166.0751447179622,117.41930024835416,111.18852540344803,107.44365595774586,108.22701977139606,149.66952524978828,113.12109999999983,113.17580181844804,2018.0
los5,2018,43.127137719,-116.7549636,2018-06-25,18.02,74.52,192.83,los,peak production,,,circular,60,92.54,0.3753358195813162,11.718410611176656,0.1491127384395508,0.1773973805026682,0.0746558559089805,0.217817018914013,21.08562964806854,0.1465809943713163,0.5046652251192025,0.4384828697566389,0.0716240922267417,-0.0751659222071325,0.2143023527946669,0.3470002726473223,0.0641168504841509,-0.2021496621354029,149.53222187931576,157.33456473095885,130.6995700080271,166.09899284922483,129.2070418641717,122.30364318649106,567.095565962168,830.7737686897692,985.16214120857,2170.339783460301,2521.9594902108856,1869.967816308696,2018,1749.2900671309446,129.42955066603324,114.17837442877115,109.53630136311466,114.49082132511901,117.00867267732662,154.17308482662887,113.88169999999977,108.80673616518438,2018.0
mbs1,2018,43.064119139,-116.7489159,2018-07-19,70.78,82.48,481.94,mbs,peak production,,,circular,60,153.26,0.5135809356432058,10.503605640695236,0.1964827096977131,0.2136015648847638,0.1956135584855889,0.2903349020120905,28.247253942373685,0.2193632909572944,0.5289481391023921,0.5147123359561417,0.0129288806620689,-0.0004254312698436,0.2885919781796822,0.3169486793567967,0.0964013319378488,-0.1748716190311339,146.8676485353596,164.1231206544034,121.84264276818872,183.08976834775524,119.7985857725198,110.62239763091632,432.0212548580075,704.8700721822543,733.7180588160863,2288.326231539505,2287.9529317426645,1538.642788075773,2018,1850.943994914434,134.87563555909765,160.8404297538484,109.96415745613692,92.39189820542126,92.29038617657297,102.44553563459189,138.75529999999983,117.88348857889852,2018.0
mbs2,2018,43.072781143,-116.7701807,2018-07-18,63.04,145.92,350.58,mbs,peak production,,,circular,60,208.96,0.529078900501989,11.518036102013411,0.2313813325911785,0.2297320649475367,0.2279318867571284,0.3018219917892442,29.334598749764297,0.2288912385714541,0.5519503631479564,0.5318002548530287,0.0170973192582265,-0.0034675324902562,0.2979042006796614,0.3213762172523758,0.1039981223778894,-0.1779511773640082,146.0608179214134,162.57448108399186,119.33698891072912,181.02796211815144,117.20665052841608,108.38241289243074,407.3682076022969,686.8434942045685,727.3870697770279,2360.831766726736,2379.6580391805624,1495.353958999972,2018,2021.9005856916522,211.10907443364783,233.05825796748132,247.1138385083736,187.85310725036686,216.79007031001012,237.77971286232,201.52474999999987,118.27908130787368,2018.0
mbs3,2018,43.071059894,-116.769988,2018-07-18,66.49,60.69,477.7,mbs,peak production,,,circular,60,127.18,0.5219651426309275,10.308345592016169,0.1963474460328327,0.2272858280433091,0.1795466445674126,0.2952757056953537,28.72152077710059,0.2228228739095378,0.5496644856453423,0.5344702152490826,0.0132315704965628,-0.017359779979549,0.293487912868307,0.3215963523147942,0.0976760726957983,-0.1861095125411054,147.9049227334752,164.93622930183776,121.84401453401736,183.4664249234803,119.65588153985988,110.50491282729502,424.9436867828399,694.064231415756,724.983042273429,2305.85948951881,2389.7939054864446,1605.3384236082509,2018,1682.1527157917576,97.71152357415409,163.6485895513563,103.4053355666539,80.60093848859081,83.06042046526207,106.46504975988645,129.4391999999999,118.05890115365179,2018.0
