Unnamed: 0,Block_name,Treatment,Pasture,Date,Site,Ranch,Year,Low.reading_mean,Low.reading_sd,High.reading_mean,High.reading_sd,Low.rounded_5_mean,Low.rounded_5_sd,Low.rounded_10_mean,Low.rounded_10_sd,High.rounded_5_mean,High.rounded_5_sd,High.rounded_10_mean,High.rounded_10_sd,Sample_ID_vor,Date.y,Site.y,Ranch.y,Treatment.y,Block_name.y,Year.y,mean_biomass,sd_biomass,Sample_ID_bio,X_coord,Y_coord,ID,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,CPER_2022,OLS_2022,OLS,LASSO,PLS,PCR,SVR,RF,GBR,kfold
43,2,PR,2_PR,2023-06-21,OK,CR,2023,29.2,9.763879011,77.92,11.96494881,31.2,10.02912426,33.2,10.29563014,79.2,11.5181017,80.8,11.5181017,2023-06-21_OK_CR_PR_2,6/21/2023,OK,CR,PR,2,2023,2134.24,497.032683,2023-06-21_OK_CR_PR_2,-97.21943565,33.93806999,2_PR_2023,0.728006863,8.109081593,0.347682729,0.294568182,0.493336511,0.48544131,46.08582262,0.445234208,0.551132213,0.632697829,-0.044759637,0.177029884,0.516378048,0.368701528,0.205988396,-0.150781139,136.4276541,170.0840518,93.27691675,207.981116,90.83811901,83.04994948,345.6606453,700.3689098,544.3580216,3467.250445,2436.853773,1183.927256,798.3093287584339,1989.72582119178,1956.0080998624835,1998.6658186989985,2119.462414230638,2182.7605697922863,2160.2046115337025,2256.9519760524595,2369.657792209935,kfold8
46,2,PR,2_PR,2023-04-19,OK,CR,2023,13.91666667,6.743219891,28.625,15.24812889,15.83333333,6.702800626,17.08333333,7.506036218,29.79166667,14.99849026,32.08333333,14.73805092,2023-04-19_OK_CR_PR_2,4/19/2023,OK,CR,PR,2,2023,681.52,378.6951703,2023-04-19_OK_CR_PR_2,-97.21943565,33.93806999,2_PR_2023,0.523268935,11.88656871,0.234663293,0.267910472,0.180556521,0.315108211,30.29244983,0.246765897,0.576704743,0.564012372,0.013366593,-0.05496323,0.319903155,0.363854309,0.107845858,-0.222004812,147.8520248,164.9346825,118.5033838,183.7397477,116.1069456,107.3947783,489.1573132,767.8992775,803.0189731,2554.717372,2873.38784,1786.445722,1240.1533926157886,1144.4894840989043,932.9606620647544,871.5002647168455,888.4701524329345,869.6643654910392,886.367296373437,865.4540079262106,798.1751840752163,kfold8
48,2,PR,2_PR,2023-08-17,OK,CR,2023,36.33333333,17.46865324,74.44444444,17.26564694,38.14814815,17.92871291,40.74074074,18.38183173,76.11111111,16.48620247,77.40740741,15.34039228,2023-08-17_OK_CR_PR_2,8/17/2023,OK,CR,PR,2,2023,3095.04,1910.475095,2023-08-17_OK_CR_PR_2,-97.21943565,33.93806999,2_PR_2023,0.581964712,12.51711585,0.310492639,0.279331888,0.331395685,0.370725291,35.36275082,0.294139037,0.610495811,0.567093872,0.034225286,0.024402047,0.364364366,0.367897986,0.147583583,-0.194757631,143.7470496,156.8016912,105.958869,172.2820887,103.3167924,96.21856587,374.705121,676.6803971,775.7851439,2925.780823,2795.971876,1473.590087,1642.9758388630282,2407.894466737436,2416.6773745985624,2340.8428964801387,2365.3396057954205,2353.963216815209,2206.44215259731,2369.630776653576,2416.6174710218183,kfold8
49,2,PR,2_PR,2023-10-10,OK,CR,2023,36.88461538,14.76570871,76.42307692,18.88104463,37.88461538,14.77654066,40.0,15.49193338,76.92307692,18.17013611,78.46153846,16.89788334,2023-10-10_OK_CR_PR_2,10/10/2023,OK,CR,PR,2,2023,3246.96,2050.830575,2023-10-10_OK_CR_PR_2,-97.21943565,33.93806999,2_PR_2023,0.584382858,11.38602054,0.277834865,0.264273571,0.265356006,0.322585604,31.53380249,0.236752555,0.622398785,0.594583217,0.023634396,-0.011682255,0.317751178,0.301453978,0.112789936,-0.176495121,152.9039401,165.8874611,117.8276369,178.9651531,114.6649398,106.1653398,337.7025415,553.7991275,607.2259005,2309.21987,2378.647554,1350.556956,2669.923750456379,2043.227751132632,1975.1756859250827,1827.286351947978,1944.946634555506,1970.6766699970929,1962.2108516197447,1551.998879059637,2056.4530428577577,kfold8
50,2,PR,2_PR,2023-05-24,OK,CR,2023,25.11111111,9.633009488,51.48148148,10.39367548,26.48148148,9.885383034,27.77777778,10.50030525,53.88888889,10.50030525,56.66666667,10.74172311,2023-05-24_OK_CR_PR_2,5/24/2023,OK,CR,PR,2,2023,1550.96,477.1754897,2023-05-24_OK_CR_PR_2,-97.21943565,33.93806999,2_PR_2023,0.669313698,8.922974145,0.296521082,0.307885125,0.368004322,0.448936678,42.62652825,0.409220057,0.576242485,0.624725038,-0.029851092,0.083184039,0.491360207,0.394368458,0.184878837,-0.195311788,144.3648419,173.2509255,99.69916058,203.4618482,96.88144315,88.98643709,463.2919694,758.6314377,650.6090477,3375.390743,2828.092506,1532.308793,712.523210888222,1241.1464410853291,953.05066119722,1089.5533848374698,1291.9844996976958,1317.6494093331896,1170.4045410265685,1436.233514463888,981.8997801899641,kfold8
55,2,PR,2_PR,2023-07-19,OK,CR,2023,34.28,11.5018839,66.56,16.135055,36.4,11.3210718,38.8,12.35583533,68.2,15.47040185,70.0,14.43375673,2023-07-19_OK_CR_PR_2,7/19/2023,OK,CR,PR,2,2023,2687.44,1136.729646,2023-07-19_OK_CR_PR_2,-97.21943565,33.93806999,2_PR_2023,0.704598605,8.727021569,0.341448856,0.282487312,0.465354785,0.449481576,42.86330528,0.391624503,0.565059455,0.622697784,-0.031505843,0.150057667,0.467936239,0.344080759,0.183254414,-0.147717116,139.7643061,168.6284251,98.19052989,200.2545995,95.54102658,87.47216607,329.4317261,647.3317627,544.6049419,3152.932156,2331.484456,1150.891355,1167.4546175101266,2117.6457355142907,2180.37635273954,2149.416868746723,2065.791330271748,2107.235296036049,2111.443192712997,2646.6696951906665,2540.624680257528,kfold8
56,2,PR,2_PR,2023-09-15,OK,CR,2023,32.84615385,17.31979748,73.76923077,16.09051321,35.0,17.88854382,36.92307692,18.49740106,75.76923077,15.47205918,76.92307692,14.90482627,2023-09-15_OK_CR_PR_2,9/15/2023,OK,CR,PR,2,2023,2108.64,436.5179126,2023-09-15_OK_CR_PR_2,-97.21943565,33.93806999,2_PR_2023,0.566203705,12.75542539,0.297824888,0.26475006,0.301103527,0.337399576,32.52181824,0.258631485,0.59431247,0.565073201,0.025441743,0.005059356,0.33407245,0.337583114,0.125357078,-0.183306559,146.8283638,160.9713066,112.4078171,176.3697933,109.6847035,101.6826056,388.8160634,656.4645757,726.0851871,2597.559493,2587.046776,1402.068035,2198.885948692486,2174.1153818629227,2180.6818339062297,2006.336655726352,1997.3841424699328,1994.867230599808,1956.5285918836744,2196.3083948796834,1881.0707572581314,kfold8
57,3,AD,3_AD,2023-05-24,OK,CR,2023,39.53571429,19.35914396,65.0,21.1414986,41.42857143,19.71355723,43.21428571,19.44671189,66.78571429,20.46742153,69.64285714,19.9038695,2023-05-24_OK_CR_AD_3,5/24/2023,OK,CR,AD,3,2023,1734.733333,1440.109761,2023-05-24_OK_CR_AD_3,-97.21241377,33.92354231,3_AD_2023,0.756600024,7.38391261,0.362416062,0.305709512,0.520926614,0.508642241,48.22428312,0.475119433,0.547329253,0.657333024,-0.058200048,0.195782249,0.556232667,0.369823565,0.217137388,-0.144628031,137.285882,175.1785733,91.08266574,214.3889057,88.45505064,80.66281197,363.2303369,701.6644152,494.7058801,3569.941306,2402.633695,1124.246782,700.2044933765807,1993.0368758344828,2188.8307693885704,2065.25945156618,2017.5844776635315,1997.7883037661024,1893.749702048612,2075.8759606168155,1857.9476779301665,
59,3,AD,3_AD,2023-10-10,OK,CR,2023,34.72413793,23.80410612,75.06896552,25.74591651,36.72413793,23.38634606,38.27586207,23.30986387,75.68965517,24.7387831,76.20689655,23.96631462,2023-10-10_OK_CR_AD_3,10/10/2023,OK,CR,AD,3,2023,1484.64,660.1897061,2023-10-10_OK_CR_AD_3,-97.21241377,33.92354231,3_AD_2023,0.525945429,13.56392017,0.279022227,0.271414708,0.218946274,0.300777279,29.19582831,0.211901218,0.636561599,0.570759767,0.057839782,-0.064065786,0.290065191,0.327542111,0.106035558,-0.202138979,152.7163321,159.7556762,118.7926827,167.3340975,115.7379119,108.3264299,372.0208017,598.3312371,736.6090268,2357.946199,2689.922072,1518.453053,2646.2162978090705,2219.592873196544,2319.3268316058184,2211.441923105708,2370.224471371509,2449.35225457123,2342.4782266929246,2220.223049368459,1803.127052720828,
60,3,AD,3_AD,2023-09-11,OK,CR,2023,28.03448276,22.90427714,75.72413793,21.2718737,29.65517241,22.7537687,32.4137931,22.93705243,76.20689655,21.02953588,77.5862069,19.39351372,2023-09-11_OK_CR_AD_3,9/11/2023,OK,CR,AD,3,2023,1658.133333,1297.952521,2023-09-11_OK_CR_AD_3,-97.21241377,33.92354231,3_AD_2023,0.514436324,15.16002317,0.31062125,0.268124325,0.285583259,0.324648018,31.01589116,0.241157444,0.612021838,0.53425435,0.066357484,-0.026535744,0.312781885,0.370007131,0.126736348,-0.203772631,145.6795252,152.3160822,110.6380344,160.3517845,108.009327,101.5024297,414.1742824,698.737482,881.5450453,2754.291044,2897.901354,1525.888439,2166.8063694071925,2685.535187762144,2855.3505174232173,2593.2351304801173,2817.671212847928,2691.783421154774,2545.585648815771,2445.1253381250094,2235.606822584793,
61,3,AD,3_AD,2023-04-19,OK,CR,2023,14.27586207,8.614342491,28.55172414,16.9528468,16.37931034,8.334154311,18.62068966,8.752198879,29.65517241,16.74019086,30.68965517,17.09867048,2023-04-19_OK_CR_AD_3,4/19/2023,OK,CR,AD,3,2023,488.1333333,351.9263256,2023-04-19_OK_CR_AD_3,-97.21241377,33.92354231,3_AD_2023,0.497983283,12.90213972,0.239816457,0.28082765,0.154052611,0.310773691,29.72123798,0.243820214,0.590234289,0.564920133,0.028790912,-0.087773651,0.314181192,0.393368212,0.107632915,-0.249639799,146.8174233,161.8936823,118.3767891,179.2611809,116.1965735,108.3070592,523.5971075,823.6411829,897.9909222,2671.732406,3201.407306,1972.339669,1025.3981187358256,940.106716813358,919.8058590727816,906.6944347919764,821.3051735687169,904.3495280081823,819.3098724059848,1049.6705154761232,898.7359313500847,
63,3,AD,3_AD,2023-07-19,OK,CR,2023,57.67857143,21.43906709,78.92857143,17.21740844,59.46428571,21.00878501,61.78571429,20.19416334,80.0,16.32993162,80.71428571,16.08509119,2023-07-19_OK_CR_AD_3,7/19/2023,OK,CR,AD,3,2023,2750.4,1319.356473,2023-07-19_OK_CR_AD_3,-97.21241377,33.92354231,3_AD_2023,0.762242015,7.576329239,0.391499117,0.287021938,0.567033167,0.500133481,47.53352159,0.451314897,0.555609182,0.648327738,-0.045055545,0.226348354,0.526440787,0.342849263,0.213691032,-0.122478039,136.5756601,170.1080748,91.23485528,206.5368536,88.61410775,80.96489688,281.5801013,617.0082538,461.1865594,3426.51095,2160.047266,945.2697386,977.1076571067994,2875.702703485185,2948.620718772952,3046.12018293537,2772.5811142969783,2990.683936013109,2950.201676263741,2769.696364772418,2661.7842009334527,
69,3,AD,3_AD,2023-06-21,OK,CR,2023,37.24137931,18.62727488,76.68965517,17.79466904,39.48275862,18.58113615,41.37931034,19.22129361,77.75862069,16.77509883,78.62068966,15.974117,2023-06-21_OK_CR_AD_3,6/21/2023,OK,CR,AD,3,2023,1655.52,564.2042467,2023-06-21_OK_CR_AD_3,-97.21241377,33.92354231,3_AD_2023,0.765399734,7.357275707,0.383590421,0.285366461,0.575196545,0.518424163,49.11604613,0.484025975,0.529439869,0.639690258,-0.0526863,0.247033611,0.553869212,0.360565004,0.226730169,-0.121532102,133.8148264,170.5527085,88.47230918,211.3181724,86.03317043,78.55131254,306.145818,673.8794254,481.5953805,3634.579158,2192.604466,978.2482391,748.1014222262564,2761.5805548797275,2796.989506356544,2780.11663365865,2682.0281554646617,2794.85126928858,2753.5223070616635,3162.8334423239967,3115.2655625942843,
70,3,AD,3_AD,2023-08-16,OK,CR,2023,52.27586207,29.60199867,80.51724138,14.32934225,53.44827586,29.15792738,55.86206897,28.22324794,81.03448276,13.5869758,81.72413793,13.11187181,2023-08-16_OK_CR_AD_3,8/16/2023,OK,CR,AD,3,2023,3134.16,1924.203536,2023-08-16_OK_CR_AD_3,-97.21241377,33.92354231,3_AD_2023,0.659442636,10.76836046,0.355908117,0.279413961,0.450317326,0.421613106,40.19780188,0.350100073,0.598864676,0.591461764,0.006561281,0.113777241,0.420597528,0.348220327,0.174442785,-0.156933389,141.0652028,160.0553305,99.31467487,182.268696,96.58957151,89.2477191,307.9606251,616.5526949,635.4427084,3087.157393,2463.122282,1172.771548,1714.4524373621327,3239.406348067439,3138.472950866064,3152.1106728597792,3219.834298779065,3370.2804296555696,3311.7430281020866,2768.8092854837832,3024.405867538817,
71,3,PR,3_PR,2023-07-19,OK,CR,2023,49.6,15.23983699,82.95,10.33886383,51.75,14.89215618,54.5,15.38112309,83.75,9.716372509,84.5,8.870412083,2023-07-19_OK_CR_PR_3,7/19/2023,OK,CR,PR,3,2023,3184.866667,1190.266025,2023-07-19_OK_CR_PR_3,-97.21445961,33.92229533,3_PR_2023,0.763358009,7.158507886,0.367712892,0.275748533,0.542046399,0.480216291,45.90913486,0.419430606,0.568642709,0.655488147,-0.040948801,0.220567228,0.50351317,0.319950389,0.198796301,-0.119081155,141.5849468,172.3848891,95.31657601,203.8814641,92.37403138,84.39227824,268.2960618,556.977175,422.4661331,3189.45838,2025.287306,937.7411675,1250.7137274580432,2789.612892720296,2350.430169610268,2764.8696676964696,2577.531682662217,2447.7098651190754,2452.350025331318,2381.17628012311,2301.368901134878,
72,3,PR,3_PR,2023-06-21,OK,CR,2023,41.38461538,14.56902228,81.92307692,12.2097061,43.84615385,14.88201461,44.61538462,14.50022104,82.69230769,12.18184862,83.84615385,11.20897077,2023-06-21_OK_CR_PR_3,6/21/2023,OK,CR,PR,3,2023,2302.066667,959.398292,2023-06-21_OK_CR_PR_3,-97.21445961,33.92229533,3_PR_2023,0.760700811,7.092494136,0.355316593,0.272892517,0.541299465,0.490136728,46.71421812,0.438075778,0.548321532,0.643998763,-0.045702389,0.23252455,0.519160486,0.33323484,0.205868976,-0.120258952,139.6064407,172.5002801,93.64671534,206.7764801,90.85465534,82.95959707,291.7868788,600.6615313,446.4925786,3321.669117,2059.417173,981.3573865,1026.57004756488,2580.7495049060817,2215.6024391588826,2453.17159763836,2138.4960761780226,2015.0915764725085,2245.4939830554085,2394.6092610415044,2190.7202858156056,
75,3,PR,3_PR,2023-08-16,OK,CR,2023,45.1,21.27983973,84.9,9.808159868,47.0,20.86296139,49.5,20.89447169,85.5,8.720815993,86.0,8.207826817,2023-08-16_OK_CR_PR_3,8/16/2023,OK,CR,PR,3,2023,2442.866667,436.2899892,2023-08-16_OK_CR_PR_3,-97.21445961,33.92229533,3_PR_2023,0.663288755,9.999284883,0.330470839,0.265071028,0.432468357,0.410898895,39.37102008,0.336104996,0.588950549,0.59318214,0.002348506,0.122790655,0.414642826,0.332938461,0.165163513,-0.151200055,144.7797296,163.924959,102.3681448,184.8502033,99.39183052,91.70519226,319.6848838,593.1198234,600.9350481,2943.464015,2320.098835,1176.099337,1869.1730032844512,3083.2375330770856,2531.661524368694,2563.205210952184,2792.27559045209,2581.0454439124783,2607.929644715588,2159.003278641245,1737.9647036118076,
79,3,PR,3_PR,2023-10-10,OK,CR,2023,9.052631579,7.604630784,40.0,29.93511502,10.78947368,7.314969031,12.63157895,7.334928056,41.57894737,29.48882234,43.68421053,28.90800088,2023-10-10_OK_CR_PR_3,10/10/2023,OK,CR,PR,3,2023,804.6666667,536.69851,2023-10-10_OK_CR_PR_3,-97.21445961,33.92229533,3_PR_2023,0.639743419,9.693592107,0.28713064,0.251716513,0.322611036,0.335564517,33.18065364,0.242294457,0.632861955,0.620003246,0.01639992,0.045129997,0.330686731,0.272487991,0.117159584,-0.153198561,157.3092379,169.514487,117.4794149,180.9610832,113.735478,105.0870301,284.1614939,460.8746242,498.3854769,2221.622633,2089.550132,1179.665184,3645.157400668797,2917.556422131684,2256.8410775393336,2365.016981830821,3210.7089902533235,2817.859712070422,2528.618788886821,2646.9369634652508,2500.1322787315644,
82,3,PR,3_PR,2023-04-19,OK,CR,2023,20.92307692,7.296820523,52.46153846,24.92861604,23.07692308,7.510676162,24.61538462,7.762500258,53.84615385,24.84567754,55.38461538,24.7033684,2023-04-19_OK_CR_PR_3,4/19/2023,OK,CR,PR,3,2023,1086.533333,717.8890239,2023-04-19_OK_CR_PR_3,-97.21445961,33.92229533,3_PR_2023,0.647546331,8.956698886,0.271043131,0.259116636,0.357515956,0.399006608,38.26481547,0.338716235,0.545292464,0.593057157,-0.025343663,0.101405697,0.411352637,0.338983723,0.153310611,-0.163030203,141.6363474,168.3991104,106.4524957,197.6472208,104.0182055,95.23502237,370.0602088,684.5101666,605.8672193,2872.866767,2346.480403,1357.274261,1235.5902691166416,1615.9466225586325,1423.2740836442592,1615.5498858212,1023.9845280555186,1012.6161450210416,1422.4874818634328,1498.9259974304362,1642.6359031015936,
83,3,PR,3_PR,2023-05-23,OK,CR,2023,25.18181818,11.42644461,68.54545455,17.41472731,27.72727273,11.90874392,30.90909091,13.00349603,69.54545455,17.09598571,71.81818182,15.3741223,2023-05-23_OK_CR_PR_3,5/23/2023,OK,CR,PR,3,2023,1146.866667,529.1002728,2023-05-23_OK_CR_PR_3,-97.21445961,33.92229533,3_PR_2023,0.751433668,7.072759466,0.335460964,0.280976636,0.512854422,0.496704947,47.21751455,0.454414421,0.545414548,0.641232158,-0.04678571,0.217444782,0.539171547,0.353926949,0.210938633,-0.133497559,141.2733569,174.8058545,93.06014464,208.8002065,90.16632746,82.42202519,348.2616714,649.5132561,483.6283737,3459.575453,2210.877143,1103.236738,823.0913613705703,2194.4578597380178,1831.9633924650063,1864.7463148295435,1573.8593338181715,1547.8878132754005,1782.5617822453762,2234.962033659969,2150.7098895691847,
84,3,PR,3_PR,2023-09-11,OK,CR,2023,11.0,7.141428429,29.52631579,14.8674455,12.36842105,7.882544191,14.73684211,9.048278567,31.84210526,14.73945257,33.68421053,14.60993814,2023-09-11_OK_CR_PR_3,9/11/2023,OK,CR,PR,3,2023,847.9333333,527.3174629,2023-09-11_OK_CR_PR_3,-97.21445961,33.92229533,3_PR_2023,0.602847603,11.83164962,0.313448764,0.252099176,0.368571401,0.35900807,34.64401531,0.273400034,0.597216381,0.564091177,0.030666954,0.066700989,0.350578998,0.328673546,0.139047896,-0.165147252,146.8385641,159.4716312,108.5712406,173.3125362,105.6286963,98.08478022,331.4821488,593.0910259,687.8533948,2689.123973,2416.082576,1275.839885,2744.5878778340443,3377.468563454375,2678.203482026335,2605.077851724957,2930.2932512664424,2586.351357225718,2664.075327385615,2710.1854440289294,2612.9564603245285,
86,4,AD,4_AD,2023-05-23,OK,RR,2023,23.55555556,9.688745784,71.33333333,13.38770963,25.37037037,10.27748902,26.2962963,10.79463832,72.96296296,12.72937693,74.81481481,12.82136749,2023-05-23_OK_RR_AD_4,5/23/2023,OK,RR,AD,4,2023,756.9333333,285.6610206,2023-05-23_OK_RR_AD_4,-97.27521573,33.89070923,4_AD_2023,0.553540191,10.68190853,0.22994107,0.267377429,0.199205923,0.330337522,31.8233715,0.263043936,0.573302458,0.577214798,0.000988079,-0.030572775,0.347840955,0.358184545,0.113312219,-0.215092691,152.7247581,170.9855999,117.8890195,189.1523154,114.8592624,105.9759292,511.0504371,745.7270724,749.714358,2580.727918,2778.787391,1752.206851,1182.6240455069726,1082.3173303381602,704.0165328355953,560.2163943824886,581.7201939274453,609.4246393627142,733.6752672179077,905.6981323024676,868.2244496154944,
88,4,AD,4_AD,2023-06-20,OK,RR,2023,29.67857143,6.412104129,51.78571429,9.322839906,32.14285714,6.862211531,34.28571429,7.41798187,53.57142857,9.79957887,54.64285714,9.993384055,2023-06-20_OK_RR_AD_4,6/20/2023,OK,RR,AD,4,2023,1581.666667,423.2533363,2023-06-20_OK_RR_AD_4,-97.27521573,33.89070923,4_AD_2023,0.450255666,13.24068064,0.21220832,0.275852547,0.081189686,0.283322786,27.06980237,0.212457738,0.60048969,0.551189867,0.053762251,-0.132973947,0.285871467,0.412428157,0.093391995,-0.27929792,150.9901351,160.7261531,122.8885502,171.5062976,120.5377391,113.3167693,577.5838601,856.3995844,997.5525068,2625.869134,3442.359777,2241.58735,863.2934091108878,611.5944516257339,315.77926157966687,429.7538694913716,297.32892821166536,321.7831105638673,301.80663199834675,837.4875149673743,905.2952413297428,
92,4,AD,4_AD,2023-04-17,OK,RR,2023,8.166666667,4.46506233,29.9,19.60533003,9.833333333,4.251436539,12.0,4.068381022,31.83333333,19.67333805,34.0,20.44336162,2023-04-17_OK_RR_AD_4,4/17/2023,OK,RR,AD,4,2023,851.0666667,272.0244303,2023-04-17_OK_RR_AD_4,-97.27521573,33.89070923,4_AD_2023,0.471419965,12.43217621,0.208782337,0.266828196,0.098931845,0.283335398,27.26080301,0.209264398,0.600395374,0.554072992,0.04618461,-0.112326994,0.278448946,0.374954258,0.09315542,-0.249201085,148.8814897,160.5215937,123.1443455,173.6282432,121.0506532,113.2700479,483.3686692,770.743964,885.2725029,2462.570075,3083.133437,2016.318392,1146.6419470847336,898.6058127788108,626.8539872855001,786.1676916726548,675.8689457666342,719.6353239946247,660.2899828082567,811.8362463806665,944.051095581979,
93,4,AD,4_AD,2023-09-13,OK,RR,2023,19.36666667,7.443966932,44.33333333,8.184650619,21.33333333,7.183954023,24.33333333,6.789105539,46.16666667,8.166725311,48.0,8.469010446,2023-09-13_OK_RR_AD_4,9/13/2023,OK,RR,AD,4,2023,1899.12,467.9372949,2023-09-13_OK_RR_AD_4,-97.27521573,33.89070923,4_AD_2023,0.400515934,17.24501466,0.252049553,0.235237728,0.157528213,0.257056272,24.56618494,0.181218375,0.562134064,0.47804883,0.087914694,-0.096995235,0.248186942,0.40765299,0.09289683,-0.235494623,143.921457,149.0099677,119.1954592,155.8150218,117.4843334,111.5891472,570.585958,896.4414036,1137.439468,2656.981645,3188.51682,1899.398503,1413.2335606387996,1345.168218568844,1236.4237915355131,1323.9994002302035,1395.3395265555969,1296.4669539224433,1137.302362150907,1565.0317686807614,1531.6846939026063,
95,4,AD,4_AD,2023-07-18,OK,RR,2023,28.24137931,8.441628027,48.17241379,8.560995292,29.48275862,8.797810968,30.68965517,9.231558637,50.17241379,8.912547197,52.4137931,9.50758059,2023-07-18_OK_RR_AD_4,7/18/2023,OK,RR,AD,4,2023,1043.333333,447.8036474,2023-07-18_OK_RR_AD_4,-97.27521573,33.89070923,4_AD_2023,0.612405534,10.52959856,0.280553586,0.286696783,0.313764473,0.393335811,37.47549284,0.33192645,0.58343747,0.589484048,-0.003466293,0.036972344,0.404094503,0.377184106,0.153501653,-0.200942576,142.8922429,164.5338211,105.5753873,189.4400148,103.0305789,95.02849916,422.5968953,737.8973131,727.4870086,3021.253974,2811.261333,1580.907685,1045.8141794629933,1493.5921409024618,1370.4031448376795,1396.015138505884,1496.432023618702,1476.3029015154057,1429.767344772773,1488.2676849954564,1579.5058712676826,
96,4,AD,4_AD,2023-08-15,OK,RR,2023,25.06666667,6.421587157,48.4,10.71447619,27.0,6.242236558,29.0,6.61763579,50.0,10.90713149,52.33333333,11.65105688,2023-08-15_OK_RR_AD_4,8/15/2023,OK,RR,AD,4,2023,1469.866667,349.4917605,2023-08-15_OK_RR_AD_4,-97.27521573,33.89070923,4_AD_2023,0.491283901,15.18387002,0.286363922,0.24535356,0.28417376,0.327669424,31.10425898,0.25876044,0.552922524,0.493531991,0.053880667,-0.001361637,0.316680523,0.408007681,0.131093407,-0.209222532,136.5666828,148.0715946,107.6370024,164.0525139,105.9960329,99.39265289,479.179441,867.0817183,1029.239253,3001.857419,3018.316094,1679.582332,1319.276969180759,2144.9704926921067,1990.011464012202,1972.480294329354,2030.5958909618537,1953.7423154462604,1816.3457970627835,1873.9842988065357,1689.370186082437,
98,4,AD,4_AD,2023-10-11,OK,RR,2023,14.66666667,5.996167358,35.26666667,8.590023617,16.5,6.038668499,19.33333333,6.914918073,36.83333333,8.658594826,39.33333333,9.444331755,2023-10-11_OK_RR_AD_4,10/11/2023,OK,RR,AD,4,2023,1307.933333,251.3670039,2023-10-11_OK_RR_AD_4,-97.27521573,33.89070923,4_AD_2023,0.456900774,13.37543586,0.219530944,0.265527178,0.070358591,0.247402638,24.27833679,0.168590133,0.62024101,0.569850235,0.054976011,-0.151083908,0.240641172,0.323397174,0.074143352,-0.227786845,155.0314145,163.9789181,130.7654023,173.2930028,128.3576473,120.4883653,428.3987641,649.875809,759.3529945,2048.718089,2783.099801,1785.303899,1772.7301429241863,1356.4396997744034,1260.9721144701969,1364.2051230765694,1258.0152294010336,1358.6258269305893,1433.2851611233427,1373.0204524998487,1331.766813410783,
102,4,PR,4_PR,2023-05-22,OK,RR,2023,24.76923077,7.157137374,63.88461538,18.01849477,26.92307692,7.625866912,29.23076923,8.909804453,65.57692308,17.79477019,67.30769231,18.23352787,2023-05-22_OK_RR_PR_4,5/22/2023,OK,RR,PR,4,2023,730.2666667,433.5430713,2023-05-22_OK_RR_PR_4,-97.28060026,33.8939446,4_PR_2023,0.576367341,11.42710342,0.271739055,0.278407252,0.262502986,0.350378391,33.64580123,0.289299236,0.564437389,0.583438229,-0.014607919,-0.008698775,0.369899726,0.356413187,0.125521992,-0.199094115,147.839239,170.2554112,113.5123194,193.9244195,110.7407623,101.5418279,496.0904344,758.6877982,717.4399143,2681.777181,2724.583146,1564.20471,1211.4329873001334,1235.068011097961,948.8833054714222,1061.5291826272344,1016.5840160607042,1044.8074602342028,1069.186304367661,1395.6821325403992,1205.1168991988116,
106,4,PR,4_PR,2023-04-17,OK,RR,2023,8.166666667,4.46506233,30.06666667,20.09620539,9.833333333,4.251436539,12.0,4.068381022,32.0,20.15457508,34.0,20.44336162,2023-04-17_OK_RR_PR_4,4/17/2023,OK,RR,PR,4,2023,578.5333333,217.5703901,2023-04-17_OK_RR_PR_4,-97.28060026,33.8939446,4_PR_2023,0.423882728,14.81038068,0.225043042,0.263026385,0.092751012,0.263674478,25.23584038,0.191072629,0.588462847,0.528514797,0.064667656,-0.135002506,0.257990503,0.399818862,0.086761091,-0.262200419,146.6324389,155.7686865,123.4012015,166.6260257,121.6839793,114.680062,547.194726,857.9935981,1021.10394,2524.700067,3308.793684,2095.040067,1109.7418878963915,1031.33720639163,1052.6217145876742,1104.745044104788,951.6397820289096,950.3003555588016,784.2625988246353,877.0635017370045,759.4686423470714,
107,4,PR,4_PR,2023-08-14,OK,RR,2023,23.4137931,6.505586837,48.93103448,11.63102696,25.86206897,6.822882392,27.93103448,6.198680934,51.72413793,11.36063552,53.79310345,11.7758206,2023-08-14_OK_RR_PR_4,8/14/2023,OK,RR,PR,4,2023,1055.6,597.7094947,2023-08-14_OK_RR_PR_4,-97.28060026,33.8939446,4_PR_2023,0.408487473,18.13629889,0.276001148,0.22957779,0.230282954,0.287848284,27.19245229,0.223470301,0.52459196,0.448203925,0.077189932,-0.048264116,0.276220054,0.460915484,0.114839713,-0.239205317,132.5643242,141.0556702,109.2827545,154.2414169,108.5010893,102.7064722,612.3042374,1071.184971,1310.145342,3120.896166,3436.370789,1952.711107,894.457621553789,1828.0979053528952,1448.0976818356437,1703.1144449518697,1412.5086468811942,1472.7926917005425,1515.1670313425852,1932.775923966668,2110.8643457892263,
