Plot,time,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
106_2013,2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-06-06,0.22470342707340715,7.590420054495912,0.06750783008869417,0.05202906696640045,0.041228458939787924,0.15100522939415492,14.354206074784031,0.09981000000000001,0.3104733676959416,0.25012559167969706,0.0816984985248051,-0.0260703633353133,0.1583525313696429,0.46269453000000005,0.0307558775,-0.20736402833333334,137.6697594062764,146.58793194921935,133.68060265345727,159.39911770940242,135.6850580507946,131.8573709468375,1056.75,1448.8333333333333,1661.3333333333333,2584.6666666666665,2737.0,2396.9166666666665
106_2013,2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-06-22,0.24488592833819586,8.620140346215413,0.08400708058342542,0.06509647463431212,0.06365999199067753,0.1685101441024696,15.970623106571312,0.11291,0.3335323605132719,0.26521337715077464,0.08904376956008218,-0.01980482670030216,0.17215597457409748,0.46646072833333346,0.04273674750000001,-0.21088037416666672,135.703839479617,144.025781794233,129.47427819584092,156.4048945453566,131.3801297285859,127.83185369810003,980.75,1404.8333333333333,1646.6666666666667,2692.75,2804.25,2381.8333333333335
106_2013,2013-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-08-09,0.24367687515866035,8.701055452513648,0.08106492426372382,0.059139982909679346,0.06813438167714585,0.17194534242506712,16.262936411098778,0.12026099999999999,0.32076580709031116,0.2565434409490665,0.0821354219607236,-0.012504938930924714,0.18431590068076986,0.49015951666666674,0.04250071666666668,-0.217435715,138.79609002312165,146.45202440090742,128.9934394934171,157.17454200459176,129.80009851419683,125.28586879625493,1113.5,1494.1666666666667,1728.4166666666667,2817.3333333333335,2909.9166666666665,2481.8333333333335
106_2013,2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-08-25,0.22688845268765037,9.726524511203028,0.08757071909647564,0.05642979339662838,0.06571980834480452,0.1544702405344451,14.652104024154745,0.09856300000000001,0.3185281744787631,0.24774486077011917,0.09213990118165814,-0.021600193098062062,0.16132179542425895,0.4609427658333334,0.035382569166666676,-0.20202205333333334,138.2984853773859,145.09027756351085,131.5323066873642,155.0017635145327,132.8677499060785,129.21642833740623,1042.5833333333333,1418.5,1663.9166666666667,2614.25,2739.0833333333335,2305.4166666666665
106_2013,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-09-26,0.12053281672702178,12.016709367396523,0.07179796738949197,-0.041114341280305965,0.14845052405310488,0.07924880612175006,7.551198560318287,0.034267,0.11017432002077698,0.05106263079752734,0.11373896751019143,0.08129401431849934,0.08978332524034172,0.4033712341666667,0.004625749166666675,-0.12599380416666667,132.48290581578115,140.6003733506178,141.4406170296554,152.7017042744744,148.59534646248886,150.03915475423096,1054.6666666666667,1463.9166666666667,1684.3333333333333,2161.0833333333335,2016.6666666666667,1773.5
106_2013,2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_2013,2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
